,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Verified Standard ID - City/Town ID,Property Name,Address 1,City,County,State/Province,Postal Code,Year Built,Applicability,Applicability Details,Property Type ,Property GFA - Calculated (Buildings) (ft²),Estimated GFA (ft²),Latitude,Longitude
101614,2870 4th Ave,2870 4th Ave,San Diego,San Diego,CA,92103-6298,2016,Subject to Ordinance,,Multifamily Residence,65901,65901,32.73536,-117.16168
101615,Sorrento Tower,2875 Cowley Way,San Diego,San Diego,CA,92110-1008,1976,Subject to Ordinance,,Multifamily Residence,110000,124600,32.79398,-117.19108
101616,Palm Terrace Interfaith Housing Corp,2885 Palm Ave,San Diego,San Diego,CA,92154-1477,1978,Subject to Ordinance,,Multifamily Residence,184607,105554,32.5831,-117.07177
101617,2905 Clairemont Dr,2905 Clairemont Dr,San Diego,San Diego,CA,92117-6710,1958,Subject to Ordinance,,Multifamily Residence,153600,153600,32.79304,-117.19599
101618,2925-2945 BRdway,2925-2945 BRdway,San Diego,San Diego,CA,92102,1988,Subject to Ordinance,,Multifamily Residence,63004,63004,32.71563,-117.13088
101619,2930 Barnard St,2930 Barnard St,San Diego,San Diego,CA,92110,2015,Subject to Ordinance,,Multifamily Residence,204039,236000,32.75186,-117.22411
101620,Alexan ALX,300 14th St,San Diego,San Diego,CA,92101,2016,Subject to Ordinance,,Multifamily Residence,303920,250000,32.70869,-117.15216
101621,3010 Cowley Way,3010 Cowley Way,San Diego,San Diego,CA,92117-6862,1986,Subject to Ordinance,,Multifamily Residence,77751,77751,32.79609,-117.19176
101622,Cornerstone Lofts,302 Island Ave,San Diego,San Diego,CA,92101,1992,Subject to Ordinance,,Multifamily Residence,76656,55204,32.71079,-117.16165
101623,3060 53rd St,3060 53rd St,San Diego,San Diego,CA,92105,1989/2008,Subject to Ordinance,,Multifamily Residence,73966,73966,32.737,-117.0827
101624,Lions Manor,310 Market St,San Diego,San Diego,CA,92101,1981,Subject to Ordinance,,Multifamily Residence,121200,117156,32.71182,-117.16152
101625,3131 Cauby St,3131 Cauby St,San Diego,San Diego,CA,92110-4613,1970,Subject to Ordinance,,Multifamily Residence,113706,113706,32.74882,-117.20888
101626,3175 Cauby St,3175 Cauby St,San Diego,San Diego,CA,92110,1962/2014,Subject to Ordinance,,Multifamily Residence,67520,67520,32.74933,-117.20973
101627,Canyon Ridge (WW Parent),3187 COWLEY WAY,San Diego,San Diego,CA,92117,2010,Subject to Ordinance,,Multifamily Residence,151223,132000,32.80007,-117.19288
101628,3200 Paseo Village Way,3200 Paseo Village Way,San Diego,San Diego,CA,92130-3209,2020,Subject to Ordinance,,Multifamily Residence,853369,230000,32.95121,-117.23759
101629,3233 Kemper St,3233 Kemper St,San Diego,San Diego,CA,92110-5352,2018,Subject to Ordinance,,Multifamily Residence,71278,71278,32.75076,-117.21561
101630,3235 Armstrong St,3235 Armstrong St,San Diego,San Diego,CA,92111,1972,Subject to Ordinance,,Multifamily Residence,175603,150250,32.80352,-117.16238
101359,Hyatt Manchester San Diego,1 Market PL,San Diego,San Diego,CA,92101,2003,Subject to Ordinance,,Hotel,1704835,737380,32.71012,-117.16835
101632,The Barcelona,326 Juniper St,San Diego,San Diego,CA,92101,1923,Subject to Ordinance,,Multifamily Housing,54984,54984,32.72954,-117.16165
101633,327 S Willie Jones Ave,327 S Willie Jones Ave,San Diego,San Diego,CA,92113,2016,Subject to Ordinance,,Multifamily Residence,100000,100000,32.7016,-117.08744
101634,3277 Berger Ave,3277 Berger Ave,San Diego,San Diego,CA,92123,1978/2009,Subject to Ordinance,,Multifamily Residence,67654,67654,32.80381,-117.1519
101360,Hilton San Diego Bayfront (SANCC),1 Park Blvd,San Diego,San Diego,CA,92101,2008,Subject to Ordinance,,Hotel,1200700,509550,32.70321,-117.15847
101636,K1,330 13th St,San Diego,San Diego,CA,92101-3829,2019,Subject to Ordinance,,Multifamily Residence,421790,422793,32.70881,-117.1531
101637,Coral Bay-Prime Group,3321 Cowley Way,San Diego,San Diego,CA,92117,1955,Subject to Ordinance,,Multifamily Residence,699340,699340,32.80285,-117.1941
101638,333 G St,333 G St,San Diego,San Diego,CA,92101,1981,Subject to Ordinance,,Multifamily Residence,132808,132808,32.71223,-117.16153
101639,3394 Daley Center Dr,3394 Daley Center Dr,San Diego,San Diego,CA,92123,1998,Subject to Ordinance,,Multifamily Residence,317958,317958,32.80435,-117.11812
101640,Beyer Ctyard Apartments (by026),3412 Beyer Blvd,San Ysidro,San Diego,CA,92173,2006,Subject to Ordinance,,Multifamily Residence,77906,77313,32.56525,-117.05921
101642,3417 Lebon Dr,3417 Lebon Dr,San Diego,San Diego,CA,92122,1986,Subject to Ordinance,,Multifamily Residence,338000,345548,32.86668,-117.22447
101643,3441 Ruffin Rd,3441 Ruffin Rd,San Diego,San Diego,CA,92123-2528,1998,Subject to Ordinance,,Multifamily Residence,91400,91400,32.80429,-117.12803
101644,Village Glen (vl12),3454 Ruffin Rd,San Diego,San Diego,CA,92123-2510,1969,Subject to Ordinance,,Multifamily Residence,207559,203850,32.80531,-117.12933
101645,Mira Bella-Simpson,3455 Kearny Villa Rd,San Diego,San Diego,CA,92123,2009,Subject to Ordinance,,Multifamily Residence,487863,325242,32.80671,-117.14948
101646,350 17th St,350 17th St,San Diego,San Diego,CA,92101,1994,Subject to Ordinance,,Multifamily Residence,72652,72652,32.70889,-117.14884
101648,La Casa Flores,3510 Front St,San Diego,San Diego,CA,92103,1968,Subject to Ordinance,,Multifamily Residence,123000,123000,32.74184,-117.16527
101649,3534 5th Ave,3534 5th Ave,San Diego,San Diego,CA,92103-5017,2019,Subject to Ordinance,,Multifamily Residence,261900,261900,32.86984,-117.22361
101650,La Jolla Palms,3535 Lebon Dr,San Diego,San Diego,CA,92122-4594,2001,Subject to Ordinance,,Multifamily Residence,212800,356380,32.70972,-117.11772
101651,3536 - 3584 J St,3536 - 3584 J St,San Diego,San Diego,CA,92102-4412,1960,Subject to Ordinance,,Multifamily Residence,84512,84512,32.74274,-117.14726
101652,First Congregational Memorial: 3541 Park Blvd,3541 Park Blvd,San Diego,San Diego,CA,92103,1979,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,33106,,32.74274,-117.14726
100021,Quantum Design Inc.,10307 Pacific Center Ct,San Diego,San Diego,CA,92121-4340,1991,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,104000,53539,32.90532,-117.18726
100027,10398 Pacific Center Ct,10398 Pacific Center Ct,San Diego,San Diego,CA,92121-4340,1985,Subject to Ordinance,,Laboratory,59111,59111,32.90599,-117.18954
101655,3622 Kemper Ct,3622 Kemper Ct,San Diego,San Diego,CA,92110-5306,1966,Subject to Ordinance,,Multifamily Residence,62528,62528,32.81061,-117.17658
101656,3625 Earnscliff Pl,3625 Earnscliff Pl,San Diego,San Diego,CA,92111-4157,1984,Subject to Ordinance,,Multifamily Residence,201690,201690,32.74645,-117.05958
101657,3635 College Ave,3635 College Ave,San Diego,San Diego,CA,92115-7042,1961,Subject to Ordinance,,Multifamily Residence,60000,58814,32.74574,-117.08633
101658,3676 - 3688 Altadena Ave,3676 - 3688 Altadena Ave,San Diego,San Diego,CA,92105,1989,Subject to Ordinance,,Multifamily Residence,74835,74835,32.74543,-117.14338
101659,3701 Florida St,3701 Florida St,San Diego,San Diego,CA,92104-8217,2009,Subject to Ordinance,,Multifamily Residence,116139,116139,32.86762,-117.22627
101661,Nobel Ct,3707 Nobel Dr,San Diego,San Diego,CA,92122,1987,Subject to Ordinance,,Multifamily Residence,192835,192265,32.86762,-117.22627
101662,3710 Alabama St,3710 Alabama St,San Diego,San Diego,CA,92104,1972,Subject to Ordinance,,Multifamily Residence,62154,62154,32.7455,-117.1425
101663,3710 - 3810 Wabash Ave,3710 - 3810 Wabash Ave,San Diego,San Diego,CA,92104,1986,Subject to Ordinance,,Multifamily Residence,115446,115446,32.74779,-117.12056
101664,3730 Southview Dr,3730 Southview Dr,San Diego,San Diego,CA,92117,1971,Subject to Ordinance,,Multifamily Residence,127476,127544,32.80918,-117.21174
100026,10394 Pacific Center Ct,10394 Pacific Center Ct,San Diego,San Diego,CA,92121-4340,1992,Subject to Ordinance,,Laboratory,59327,59327,32.90667,-117.19032
100039,"SCRIPPS TECHNOLOGY PLAZA, SCRIPPS T [SDGE]",10640 SCRIPPS RANCH Blvd,San Diego,San Diego,CA,92131-1095,1986,Subject to Ordinance,,Office,62244,62244,32.91236,-117.11071
100155,1646-San Diego - Del Sol Blvd,3085 Del Sol Blvd,San Diego,San Diego,CA,92154,2015,Subject to Ordinance,,Self-Storage Facility,73792,58280,32.57324,-117.06733
101669,Village Townhomes,3806 Fairmount Ave,San Diego,San Diego,CA,92105,2003,Subject to Ordinance,,Multifamily Residence,191600,177483,32.74841,-117.10143
101670,3808 El Cajon Blvd,3808 El Cajon Blvd,San Diego,San Diego,CA,92105-1021,2019,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,30000,30000,32.7555,-117.11121
101671,3810 Winona Ave,3810 Winona Ave,San Diego,San Diego,CA,92105-3024,2006,Subject to Ordinance,,Multifamily Residence,53198,56976,32.74687,-117.08841
101672,El Dorado Hills Apartment Homes,3828 Pendiente Ct,San Diego,San Diego,CA,92124-3702,1983,Subject to Ordinance,,Multifamily Residence,386349,386525,32.8149,-117.0847
101673,3833-3889 Midway Dr,3833-3889 Midway Dr,San Diego,San Diego,CA,92110-5239,1979,Subject to Ordinance,,Multifamily Residence,224250,219923,32.75418,-117.21892
101674,3845 Nobel Dr,3845 Nobel Dr,San Diego,San Diego,CA,92122-5701,1989,Subject to Ordinance,,Multifamily Residence,283496,316424,32.86814,-117.22322
101675,3866 Ingraham St,3866 Ingraham St,San Diego,San Diego,CA,92109-6432,1969,Subject to Ordinance,,Multifamily Residence,475098,554472,32.78999,-117.23886
100159,70400763 -- Mrkt.Creek Plaza,312 N. Euclid Ave,San Diego,San Diego,CA,92102,2001,Subject to Ordinance,,Supermarket/Grocery Store,59336,61917,32.70813,-117.08581
101677,Tuscany Villas Apartments,3880 Shasta St,San Diego,San Diego,CA,92109-6539,1969,Subject to Ordinance,,Multifamily Residence,56744,56744,32.79059,-117.23545
101678,CA025_AVA Pacific Beach,3883 Ingraham St,San Diego,San Diego,CA,92109,1969,Subject to Ordinance,,Multifamily Residence,502856,402320,32.79017,-117.23765
101679,3883 Jewell St,3883 Jewell St,San Diego,San Diego,CA,92109-6428,1962,Subject to Ordinance,,Multifamily Residence,125698,125698,32.79051,-117.23581
101680,Stratton,3884 1/2 Caminito Aguilar Dr,San Diego,San Diego,CA,92111-2967,1970,Subject to Ordinance,,Multifamily Residence,282460,343338,32.8168,-117.17729
101681,3888 Genesee Ave,3888 Genesee Ave,San Diego,San Diego,CA,92111-3249,1987,Subject to Ordinance,,Multifamily Residence,59754,59754,32.81386,-117.17957
100169,Torrey Point A&B,3420 Carmel Mountain Rd,San Diego,San Diego,CA,92121,2018,Subject to Ordinance,,Office,100061,56775,32.91831,-117.23667
101684,Cathedral Arms: 3911 Park Blvd,3911 Park Blvd,San Diego,San Diego,CA,92103,2013,Subject to Ordinance,,Multifamily Residence,119205,124530,32.74897,-117.14585
101685,"Iowa St Senior Housing Partners, L.P.",3939 Iowa St,San Diego,San Diego,CA,92104-3008,2016,Subject to Ordinance,,Senior Care Community,181801,150000,32.74933,-117.12617
101686,Trinity Manor: 3940 Park Blvd,3940 Park Blvd,San Diego,San Diego,CA,92103,1979,Subject to Ordinance,,Multifamily Residence,81066,79083,32.74936,-117.14683
101687,The Summit at Point Loma - tp65,3950 Leland St,San Diego,San Diego,CA,92106,1968,Subject to Ordinance,,Multifamily Residence,85430,132714,32.75132,-117.22161
101688,3950 Mahaila Ave,3950 Mahaila Ave,San Diego,San Diego,CA,92122,1988,Subject to Ordinance,,Multifamily Residence,271551,250529,32.86934,-117.22181
101689,Grace Tower: 3955 Park Blvd,3955 Park Blvd,San Diego,San Diego,CA,92103,1967,Subject to Ordinance,,Multifamily Residence,106920,234000,32.75002,-117.14587
101690,400 Prospect St,400 Prospect St,La Jolla,San Diego,CA,92037,2016,Subject to Ordinance,,Multifamily Residence,56540,63420,32.84206,-117.27937
101691,4005-4095 Home Ave,4025 Home Ave,San Diego,San Diego,CA,92105,1987,Subject to Ordinance,,,218012,218012,32.72205,-117.10851
101692,Mission Hills Commons,4021 Falcon St,San Diego,San Diego,CA,92103,2002,Subject to Ordinance,,Multifamily Residence,66641,51009,32.75051,-117.17013
101693,City Heights Square,4029 43rd St,San Diego,San Diego,CA,92105-1510,2011,Subject to Ordinance,,Multifamily Residence,163330,142015,32.75037,-117.1017
100207,31450101 - Regents Ct,4130 La Jolla Village Dr,La Jolla,San Diego,CA,92037-9121,1988,Subject to Ordinance,,Medical Office,56422,56422,32.8721,-117.21778
100215,70300207 -- Pacific Beach Ralph's,4315 Mission Blvd,San Diego,San Diego,CA,92109,1999,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Supermarket/Grocery Store,45678,56204,32.79387,-117.25439
101697,4040-4080 Hancock St,4040 Hancock St,San Diego,San Diego,CA,92110,1978,Subject to Ordinance,,Multifamily Residence,564000,321776,32.75585,-117.21709
101698,Green Manor: 4041 Ibis St,4041 Ibis St,San Diego,San Diego,CA,92103,1970,Subject to Ordinance,,Multifamily Residence,90904,82121,32.75051,-117.17293
101699,Uptown Villa Apartments - front office,4050 3rd Ave,San Diego,San Diego,CA,92103,1989,Subject to Ordinance,,Multifamily Residence,55750,53914,32.75108,-117.16311
101700,Beyer Trolley Apartments - front office,4061 Beyer Blvd,San Ysidro,San Diego,CA,92173,1984,Subject to Ordinance,,Multifamily Residence,72650,72650,32.55766,-117.04589
101701,4065 43rd St,4065 43rd St,San Diego,San Diego,CA,92105,2007,Subject to Ordinance,,Multifamily Residence,171700,171700,32.75103,-117.10164
101702,Pacific Bay Club (pc011),4070 Huerfano Ave,San Diego,San Diego,CA,92117-5257,1973,Subject to Ordinance,,Multifamily Residence,103275,103275,32.81576,-117.21878
101704,4072 Messina Dr,4072 Messina Dr,San Diego,San Diego,CA,92113,1982,Subject to Ordinance,,Multifamily Residence,156272,156272,32.70371,-117.10489
101705,THE PARK - SAN DIEGO SUNRISE MANAGEMENT COMPANY,4075 Park Blvd,San Diego,San Diego,CA,92103,2018,Subject to Ordinance,,Multifamily Residence,55000,50772,32.75184,-117.14586
101706,4085 Nobel Dr,4085 Nobel Dr,San Diego,San Diego,CA,92122-5867,1983/2020,Subject to Ordinance,,Multifamily Residence,60000,60000,32.86654,-117.21792
101707,4103-4125 54th Pl,4103 54th Pl,San Diego,San Diego,CA,92105-2303,1989,Subject to Ordinance,,Multifamily Residence,78108,78108,32.75159,-117.07908
101708,4125 W Point Loma Blvd,4125 W Point Loma Blvd,San Diego,San Diego,CA,92110,1971,Subject to Ordinance,,Multifamily Residence,85812,85812,32.75314,-117.22433
101709,4134 4th Ave,4134 4th Ave,San Diego,San Diego,CA,92103,1975,Subject to Ordinance,,Multifamily Residence,83960,83960,32.75262,-117.16198
101710,Village Garden Apartments,"4150 Bonillo Dr, STE 101",San Diego,San Diego,CA,92115,1964,Subject to Ordinance,,Multifamily Residence,102443,76400,32.75283,-117.0603
101711,Guadalupe Plaza,4142 42nd St,San Diego,San Diego,CA,92105,1981,Subject to Ordinance,,Multifamily Residence,104374,118536,32.7525,-117.1048
100219,Talmadge Gateway (ly72),4422 Euclid Ave,San Diego,San Diego,CA,92115,2016,Subject to Ordinance,,Multifamily Residence,125709,60000,32.75704,-117.09252
100268,5590 Morehouse Dr,5590 Morehouse Dr,San Diego,San Diego,CA,92121-1709,1984/2020,Not Subject to Ordinance,"GFA ≤ 50,000 sqft","Genesis Science Center, R&D",35684,35684,32.89664,-117.19795
100334,70400333 -- Mission ~ Hazard,7730 Hazard Center Rd,San Diego,San Diego,CA,92108,1994,Subject to Ordinance,,Supermarket/Grocery Store,50288,65000,32.77117,-117.1559
101715,Montecito Point,4179 3rd Ave,San Diego,San Diego,CA,92103-1400,1986,Subject to Ordinance,,Multifamily Residence,59786,54096,32.75333,-117.16199
101716,Vida North Park,4223 Texas St,San Diego,San Diego,CA,92104,2018,Subject to Ordinance,,Multifamily Residence,119513,150000,32.75442,-117.13855
101717,LUX UTC A,4200 Brooke Ct,San Diego,San Diego,CA,92122,2018,Subject to Ordinance,,Multifamily Residence,205951,175000,32.87173,-117.21556
101718,4201 6th Ave,4201 6th Ave,San Diego,San Diego,CA,92103,1962,Subject to Ordinance,,Multifamily Residence,82548,82548,32.75403,-117.1593
101721,4225 Chamoune Ave,4225 Chamoune Ave,San Diego,San Diego,CA,92115,1984,Subject to Ordinance,,Multifamily Residence,78891,78891,32.75373,-117.09623
101722,4227 52nd St,4227 52nd St,San Diego,San Diego,CA,92115,1997,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,38000,38000,32.75378,-117.08334
101723,424 15th St,424 15th St,San Diego,San Diego,CA,92101,2015,Subject to Ordinance,,Multifamily Residence,500000,500000,32.70982,-117.15062
101724,4247 Nobel Dr,4247 Nobel Dr,San Diego,San Diego,CA,92122-1104,1976,Subject to Ordinance,,Multifamily Residence,73300,73300,32.86633,-117.21471
101725,4250 4th Ave,4250 4th Ave,San Diego,San Diego,CA,92103,1969,Subject to Ordinance,,Multifamily Residence,102562,102562,32.75547,-117.16206
101726,Foxwood Apartments,4260 Palm Ave,San Diego,San Diego,CA,92154,1988, Subject to Ordinance,,Multifamily Residence,108476,108476,32.5844,-117.04064
101727,4275 Mission Bay Dr,4275 Mission Bay Dr,San Diego,San Diego,CA,92109-5727,2020,Subject to Ordinance,,Multifamily Residence,289198,191000,32.80066,-117.21285
101728,Ctyard Terrace,4321 52nd St,San Diego,San Diego,CA,92115,2010,Subject to Ordinance,,Multifamily Residence,83868,83868,32.75577,-117.08335
100365,The Campus on Villa La Jolla BLDG A,"8950 Villa La Jolla Dr, BLDG A",La Jolla,San Diego,CA,92037,1979,Subject to Ordinance,,Office,213514,51944,32.87106,-117.23557
101730,Renaissance Senior Housing Partners L.P.,4330 30th St,San Diego,San Diego,CA,92104-1376,2005,Subject to Ordinance,,Multifamily Residence,101473,135472,32.75587,-117.13063
101731,4333 Dawson Ave,4333 Dawson Ave,San Diego,San Diego,CA,92115-5251,1957,Subject to Ordinance,,Multifamily Residence,54582,54582,32.75562,-117.08232
101732,Las Serenas (ls109),4352 Delta St,San Diego,San Diego,CA,92113,1987,Subject to Ordinance,,Multifamily Residence,104857,75990,32.82216,-117.21382
101733,4350 Home Ave,4350 Home Ave,San Diego,San Diego,CA,92105,2002,Subject to Ordinance,,Multifamily Residence,120000,120000,32.72805,-117.10113
101735,4386 Clairemont Mesa Blvd,4386 Clairemont Mesa Blvd,San Diego,San Diego,CA,92117-1982,1963,Not Subject to Ordinance,College/University,Multifamily Residence,93800,93800,32.83458,-117.19845
101736,Mariners Cove (CA),4392 West Point Loma Blvd,San Diego,San Diego,CA,92107,2016,Subject to Ordinance,,Multifamily Residence,404386,455812,32.75266,-117.23085
101737,Vora Mission Gorge,4440 Twain Ave,San Diego,San Diego,CA,92120-3406,2018,Subject to Ordinance,,Multifamily Residence,342125,441000,32.78524,-117.09901
101738,4444 Greene St,4444 Greene St,San Diego,San Diego,CA,92107,1972,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,41871,41871,32.74742,-117.23559
101739,Mission Pacific Apartments,4454 44th St,San Diego,San Diego,CA,92115,1980,Subject to Ordinance,,Multifamily Residence,124717,125266,32.7581,-117.10065
101740,Citra Apartments LLC,4464 Caste lar St,San Diego,San Diego,CA,92107,1970,Subject to Ordinance,,Multifamily Residence,59565,70000,32.74977,-117.23599
101741,Urbana,450 10th Ave,San Diego,San Diego,CA,92101,2015,Subject to Ordinance,,Multifamily Residence,87105,90000,32.71013,-117.15585
