objectid,site_code,common_nm,managing_dept,location,cmty_plan,desg_use,site_acres,dedicated_park,pud_branch,site_restriction,reso_ord_num,reso_ord_dt,globalid,shape_Length,shape_Area
1217,E502RS,Del Sur Neighborhood Park,Parks & Recreation,"Paseo Montenero, 15800 block",Black Mountain Ranch,NPARK,5.035000000000000,N,,NONE,R-300868,09/26/2005,{B13E30D6-29A3-41EB-8697-30C5BF69D263},2022.161882576352809,221542.059748188272351
1218,M204RD,MARCY PARK,Parks & Recreation,STRESEMANN ST & BRAGG ST,University,NPARK,10.960000000000001,Y,,VOTER,O-10688,09/21/1971,{DCD68D68-2D12-4BAE-AEB9-3AD4B7A216E1},3709.224461697637253,474254.282819328072947
1219,J401RU,LOS PENASQUITOS CYN OPEN SPACE,Parks & Recreation,PENASQUITOS CANYON,Mira Mesa,OSDESG,15.459000000000000,N,,NONE,R-250320,10/01/1979,{C214F709-3A21-4C65-8838-4CFC8C51E00F},5679.764196619480572,645481.267557334038429
1220,O709WR,LAKE MURRAY RESERVOIR,PUD - Water,LAKE MURRAY BLVD & KIOWA,Navajo,LAKE,103.037999999999997,N,WATER,UNK,R-000000,?,{78BE1B60-1CEC-4485-96FF-9D655C0EA90F},12257.801787500979117,4100044.668013116810471
1221,I505RO,LOS PENASQUITOS CYN OPEN SPACE,Parks & Recreation,ALKAID DR NLY OF,Mira Mesa,OSDED,2.695000000000000,Y,,DEDOS,R-303253,12/18/2007,{7ACF8329-2A8D-46C2-A759-FA082BFDD6F6},2345.301798079945002,115881.561323179354076
1222,M116RD,WINDANSEA PARK,Parks & Recreation,NEPTUNE PL & BONAIR ST,La Jolla,RPARK,2.250000000000000,Y,,DEDOS,O-15724,04/14/1982,{EC2164CE-3E3B-458B-8B54-17B1F64BB66A},1697.276633549792450,98193.742169108882081
1223,F502WM,BLACK MOUNTAIN FILTRATION PLANT SITE,PUD - Water,BLACK MOUNTAIN RD,Rancho Penasquitos,WTRPUMP,40.000000000000000,N,WATER,SFR,R-222384,12/11/1978,{BFC3A0ED-5419-4C81-B32A-91AC71A0DAC4},5317.003161353626638,1770505.239986883010715
1224,K302RS,EASTGATE MALL MINI PARK,Parks & Recreation,"TOWNE CENTRE DR., 9600 BLOCK",University,MPARK,0.810000000000000,N,,SFR,R-250863,12/17/1979,{CECAEE7A-77C1-4744-919C-7F301DA2E26E},1636.364834551386593,35148.225008440014790
1225,O702RO,RANCHO MISSION CYN OPEN SPACE,Parks & Recreation,BET MISSION GORGE & JACKSON,Navajo,OSDED,190.258000000000010,Y,,DEDOS,R-303253,12/18/2007,{DB6E4F75-2864-4E24-84E0-F18BFF886363},33951.811496269314375,8264984.550927068106830
1226,Q544PM,YMCA - TURNING POINT (TRUST DEED ONLY),Real Estate,SWIFT ST SLY EL CAJON BL,Uptown,NONCITYTD,0.144000000000000,N,,SFR,R-298214,07/21/2003,{4F298C96-8F05-4E46-9030-54D98CA9D7C5},349.646713484789757,6231.619351111281503
1227,H213RU,CARMEL VALLEY OPEN SPACE,Parks & Recreation,DEL MAR HGHT RD & I-5 NELY OF,Carmel Valley,OSDESG,0.968000000000000,N,,NONE,R-000000,?,{022D4DBC-DE9A-4B16-A3A5-B53EC6A97275},3260.250973623275968,41683.310119251269498
1228,S408PM,PARKADE,Real Estate,A ST & 1ST AV SELY,Centre City,PARKING,1.289000000000000,N,,NONE,R-000000,?,{5E44D444-D809-45F2-8349-C11920C18255},975.620105393319818,57424.560563380837266
1229,N307PM,SITE 937,Real Estate,GARNET AV & PICO ST NELY OF,Pacific Beach,COMMERCIAL,0.069000000000000,N,,NONE,R-264110,09/23/1985,{1A910959-FFDF-4FA9-A455-28280BB23729},374.340575415756973,3535.718292234473211
1230,N703RO,MISSION TRAILS OPEN SPACE  COWLES MTN NP,Parks & Recreation,BARKER WY & BOULDER LAKE AV,Navajo,OSDED,15.529999999999999,Y,,DEDOS,O-12454,10/17/1978,{655FAB25-570B-4FB7-9D88-E755BEBA069E},3181.059552703281952,637437.401516476995312
1231,O307PM,SITE 557,Real Estate,MORENA BLVD SWLY BRANDYWINE,Clairemont Mesa,UREV,0.117000000000000,N,,SFR,R-276627,10/01/1990,{2B70C710-1E11-4CE6-BF90-58BD427D74C0},374.931569820011191,5403.508275224686258
1232,R511RO,SWITZER OPEN SPACE,Parks & Recreation,KALMIA PLACE WLY OF,Greater North Park,OSDED,0.544000000000000,Y,,NONE,O-19015,12/13/2001,{9ADCD6A8-E050-47B6-8A4E-869963DFF1D8},614.577154307747151,22704.000849614185427
1233,I605RO,CYPRESS VALLEY PARK,Parks & Recreation,SPRING CANYON RD WLY OF,Miramar Ranch North,OSDED,7.362000000000000,Y,,UNK,O-16901,07/13/1987,{E5119887-1733-4666-B7DA-3B62D9B06C6E},2628.189812589670510,326313.169319149397779
1234,N501RO,TIERRASANTA OPEN SPACE,Parks & Recreation,CLAIREMONT MESA BLV WLY SANTO,Tierrasanta,OSDED,31.910000000000000,Y,,DEDOS,R-307952,01/02/2013,{CF441BA6-E9D4-4932-A5E1-D040C0E08BE5},7700.526658130675969,1392984.169374592136592
1235,Y620HM,TRANSITIONAL HOUSING SITE,Economic Dev,1788 PALM AVENUE,Otay Mesa-Nestor,HOMELESS,0.980000000000000,N,,NONE,R-311239,07/24/2017,{83EB5D38-9AFD-46F7-BEEE-B6505079160D},858.637414711378142,44949.035659847038914
1236,N102RS,HERMOSA TERRACE PARK,Parks & Recreation,PALOMAR AV & NEPTUNE PL,La Jolla,RPARK,0.080000000000000,N,,VOTER,R-000000,?,{5810C562-4F03-43A5-8D59-7CE97DC0ABF8},836.085267564738047,16215.660501875981936
1237,F409RO,BLACK MOUNTAIN OPEN SPACE,Parks & Recreation,SAN DIEGUITO RD NLY/WLY CAMINO DELSU,Black Mountain Ranch,OSDED,248.772999999999996,Y,,DEDOS,R-307952,01/02/2013,{BB0CE71C-1FC1-46E5-AFF8-0534DB3AA391},24667.149507366593753,10836836.805310713127255
1238,Y713RO,OTAY MESA OPEN SPACE,Parks & Recreation,DENNERY RD ELY & SLY PALM AV,Otay Mesa,OSDED,57.523000000000003,Y,,DEDOS,R-303253,12/18/2007,{1DF044A0-CCFB-48ED-A789-DD71D63A28F5},15642.678716994299975,2469073.201820573303849
1239,O417RD,LINDA VISTA COMM PARK,Parks & Recreation,LEVANT ST & OSLER ST,Linda Vista,CMTYPK,12.433000000000000,Y,,DEDOS,R-999999,?,{9C82233E-2AD6-4A7E-8A5D-53BAAC1E405C},3413.408767996661936,556578.828638130449690
1240,P312GM,SITE 620,Transportation,PACIFIC HWY & ANNA AV NELY OF,Linda Vista,STREET,1.060000000000000,N,,DEDSTR,R-000000,?,{F974ABA3-A6CD-4F2E-A612-98B714C83BF5},1774.817016679694461,50657.103695891688403
1241,O505FS,FIRE STATION #45,Fire-Rescue,9366 Friars Rd.,Mission Valley,FIRESTAT,16.559999999999999,N,,NONE,R-252539,08/25/1980,{693E26F4-B894-484B-8B35-507BAD556655},4046.090943427338061,725330.069239321630448
1242,H214RD,CARMEL DEL MAR PARK,Parks & Recreation,CARMEL PARK DR/CYPRESS DEL MAR,Carmel Valley,NPARK,12.093000000000000,Y,,DEDOS,O-18754,03/03/2000,{881E7489-1759-41A7-A376-77E335CB61B0},4712.386649135995867,526337.012002281844616
1243,P712RO,COLLIER PARK,Parks & Recreation,I-8 & COLLEGE AV,Navajo,NPARK,2.100000000000000,Y,,DEDOS,O-18069,05/02/1994,{F9558C68-DB7A-4834-A7C9-F280AF191248},1567.586047724118316,78655.241205328216893
1244,I512WM,WATER PUMP STATION,PUD - Water,SCRIPPS POWAY PKWY & I15 NELY,Miramar Ranch North,WTRPUMP,0.154000000000000,N,WATER,NONE,R-000000,?,{ADAC8DB7-4F77-4FEE-878B-BCEA08E05AC5},452.377752947039255,11029.313465984512732
1245,H327RD,ASHLEY FALLS PARK,Parks & Recreation,13030 Ashley Falls Dr,Carmel Valley,NPARK,11.690000000000000,Y,,DEDOS,O-18985,10/04/2001,{4A9F098C-809F-4AFA-8708-962EF8C94671},3955.568391364064155,507926.802554238412995
1246,N208PM,SOLEDAD CLUB,Real Estate,5050 SOLEDAD ROAD,Pacific Beach,CMTYCTR,2.420000000000000,N,,VOTER,R-253167,11/24/1980,{508CC2AD-61C9-4A86-8E93-7873D3F6663B},1758.046231957324608,101677.517755435867002
1247,A008VM,BODEN CANYON,Environmental Services,SAN PASQUAL VLY NEY SAN PASQUAL RD,Co-North Mtn.,UREV,240.000000000000000,N,,SFR,R-281518,02/23/1993,{8A8A89AF-D1C2-4E69-B68E-D3D0BE1B258F},18530.321339867601637,10352098.779954167082906
1248,L202RD,LA JOLLA SHORES PARK  501,Parks & Recreation,LA VERDE GRANDE/AV DE LA PLAYA,La Jolla,NPARK,6.882000000000000,Y,,DEDOS,O-16756,11/10/1986,{5EC75ABB-595D-4A60-B6A7-AF0559FF2AF0},7719.254026790144962,294767.105587508238386
1249,H506FS,FIRE STATION #40,Fire-Rescue,13393 SALMON RIVER RD,Rancho Penasquitos,FIRESTAT,1.187000000000000,N,,SFR,R-223249,04/09/1979,{6CC6E7B4-8C8A-4464-AEA8-9AE7FBB11001},1216.591333255305244,54816.295958368718857
1250,R201RD,POINT LOMA COMM PARK,Parks & Recreation,CATALINA CYN ST & VARONA ST,Peninsula,CMTYPK,9.744999999999999,Y,,DEDOS,O-15938,04/20/1983,{E3F2B545-E456-4359-9002-9EA942B9D37D},3743.604523499361676,447298.586247562023345
1251,S732PM,SITE 737,PUD - Water,IMPERIAL AV ELY 65TH ST,Encanto,NOTDESG,0.230000000000000,N,WATER,NONE,R-279820,04/27/1992,{ED44B893-09F1-42E3-9154-9B922A0CC149},1045.249674421900181,11951.054781454613476
1252,P311PM,SD COUNTY ANIMAL SHELTER,Real Estate,GAINES ST WLY ACUSA ST,Linda Vista,PUBFACL,2.239000000000000,N,,UNK,R-202286,03/30/1971,{ED8712C0-B205-4A51-9EA7-C5943AC2FEDA},1292.640120378009897,97474.488754827747471
1253,I615WR,MIRAMAR RCH N RES SITE,PUD - Water,NLY SCRIPPS RCH BL WLY SPRING CYN RD,Miramar Ranch North,RESERVOIR,1.460000000000000,N,WATER,NONE,R-281768,04/19/1993,{64F3A24B-01E6-4C3E-8E19-4F945E2172E9},1100.069898285715681,63499.167436984622327
1254,N404RO,TECOLOTE AREA OPEN SPACE,Parks & Recreation,GENESEE AV SLY GENESEE CT,Clairemont Mesa,OSDED,8.045999999999999,Y,,DEDOS,R-307952,01/02/2013,{20017071-0FB2-46F2-A8B5-2BF680F8C9B8},7026.736912448036492,343233.202443330024835
1255,L210RU,LA JOLLA OPEN SPACE,Parks & Recreation,GILMAN DR & VILLA L J DR,La Jolla,OSDESG,2.816000000000000,N,,NONE,R-251860,05/19/1980,{6584DF46-27D6-4A79-AAE0-E9E38638D1A5},2105.183234554998307,115734.666521368417307
1256,Q219PM,SITE 429,Real Estate,CATALINA & FAMOSA BLVDS SW COR,Peninsula,NOTDESG,0.074000000000000,N,,SFR,R-279820,04/27/1992,{2E0AFF1E-38D5-42A5-98FE-BCE5960616A8},357.982789963314758,4911.664389937797750
1257,V006WM,DULZURA CONDUIT LAND,PUD - Water,HWY 94 WLY BARRETT JUNCTION,Co-Jamul/Dulzura,WTRRW,28.800000000000001,N,WATER,NONE,R-251995,06/09/1980,{19A84A0D-2011-45F9-BD53-1EF4C9A5FF08},4647.316097449512199,1270802.235037585720420
1258,H322RU,CARMEL VALLEY OPEN SPACE,Parks & Recreation,NWLY CARMEL CTR RD SLY HERITAGE,Carmel Valley,OSDESG,0.036000000000000,N,,NONE,R-265952,06/16/1986,{D62244A2-4B97-4F4D-93E6-48C23B92C817},266.909522579882207,1379.465014953358605
1259,I503GM,BLACK MOUNTAIN DETENTION BASIN,Stormwater,BLACK MTN RD SLY MERCY RD,Mira Mesa,DRAIN,1.370000000000000,N,,NONE,R-286530,11/06/1995,{0105652C-68D5-4B37-95D3-EF6E393CCFC6},1318.139624475004439,59578.561979237550986
1260,M124PM,FLORENCE RIFORD SR CTR,Real Estate,6811 LA JOLLA BLVD,La Jolla,CMTYCTR,0.265000000000000,N,,SFR,R-274120,07/31/1989,{965280A2-B30B-4FFC-A97B-66E29F6754E0},431.273217188500155,11617.926288184562509
1261,X001PM,SITE 748,PUD - Water,CHULA VISTA ELY OF,Co-Otay,NOTDESG,12.723000000000001,N,WATER,UNK,R-279820,04/27/1992,{3D4F377E-88C7-46AD-A0DD-152211EB5710},9393.513483427424944,441107.289135692117270
1262,P717WP,MONTEZUMA/MID-CITY PIPELINE,PUD - Water,NORTHWEST OF ALVARADO RD & 70TH ST,Co-La Mesa,WTRPIPE,0.010000000000000,N,WATER,SFR,r-250320,10/01/1979,{CE9CC76D-EE6A-471C-9C78-F24290C76215},214.090818274559751,462.239947831337417
1263,K403RU,CARROLL CANYON OPEN SPACE,Parks & Recreation,"NANCY RIDGE & ROSEY, SWLY",University,OSDESG,1.580000000000000,N,,NONE,R-257166,09/20/1982,{453E9E4F-1CA2-42CB-8431-88CD49E97F31},1484.738231200344217,67483.858293975688866
1264,G404RO,MCGONIGLE CANYON OPEN SPACE,Parks & Recreation,VIA ABERTURA ELY/SLY CARMEL VLLY RD,Torrey Highlands,OSDED,2.699000000000000,Y,,DEDOS,R-307952,01/02/2013,{C1577495-5D01-40F9-80BF-C95E584F6C23},1879.505242875700333,117575.218085940388846
1265,S711WM,SITE 738,PUD - Water,WOODMAN ST SWLY MADRONE AV,Encanto,WTRPIPE,0.208000000000000,N,WATER,UNK,R-000000,?,{CD441B77-E46E-489F-B168-314D3383E255},1638.816346937328944,15710.462035907625250
1266,I603RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,SPRING CANYON RD SWLY OF,Scripps Miramar Rch,OSDED,0.527000000000000,Y,,UNK,O-16901,07/13/1987,{550949FD-9F69-41C3-8489-3A259A52A020},2057.380786907173842,22981.534929963840113
1267,J406RO,MIRA MESA OPEN SPACE,Parks & Recreation,SELY FLANDERS DR & SANTA FE,Mira Mesa,OSDED,6.603000000000000,Y,,DEDOS,R-307952,01/02/2013,{91D10D9D-04BE-4550-B4A7-A248DE718BD7},2738.975182136092826,294276.625616915524006
1268,M202RO,LUDINGTON HTS OPEN SPACE PK E,Parks & Recreation,CASTELLANA RD & PUENTE DR,La Jolla,OSDED,0.050000000000000,Y,,SFR,SUB MAP,?,{77EA083D-34A2-47CF-BBA1-908013DEDD3B},173.276832640847374,1866.556572095943011
1269,M602RO,TIERRASANTA OPEN SPACE,Parks & Recreation,SANTO RD & GABACHO DR NELY,Tierrasanta,OSDED,83.105999999999995,Y,,DEDOS,R-307952,01/02/2013,{439E269D-6722-4897-9981-A60ECE485C28},22901.566691646650725,2868147.077198363840580
1270,J302PM,SITE 007-A POR,Real Estate,SRRNTO VLY BL NELY SRRNTO V CT,Torrey Pines,NOTDESG,0.269000000000000,N,,VOTER,R-221593,08/07/1978,{BDA6B930-4002-4596-ACA6-1BEAB572AE06},520.300263063588545,10462.481098838268736
1271,Q606RO,KENSINGTON/COLLEGE OPEN SPACE,Parks & Recreation,FAIRMOUNT AV BELOW TALMADGE DR,Kensington-Talmadge,OSDED,3.500000000000000,Y,,DEDOS,R-307952,01/02/2013,{0BEE88FE-2DEF-407A-92B8-9C7BCA4D7EA3},3201.691628475368816,145503.519598283310188
1272,G605WM,WATER TANK SITE,PUD - Water,SELY NORTH CITY PARKWAY,Carmel Mtn Ranch,ELEVTNK,0.720000000000000,N,WATER,NONE,R-250320,10/01/1979,{923621D9-6F22-457E-B69B-E04CBA6182AE},676.905028056072865,32546.502523012288293
1273,S504RS,MEMORIAL COMM PARK,Parks & Recreation,MARCY AV & 30TH ST NWLY,Southeast San Diego,CMTYPK,0.394000000000000,N,,NONE,R-313728,10/08/2021,{55531834-9C77-4ACD-9305-EDBC809420B3},790.670570330292435,13020.330872308240941
1274,H504RO,LOS PENASQUITOS CYN OPEN SPACE,Parks & Recreation,BLACK MTN RD ELY OF,Rancho Penasquitos,OSDED,257.103000000000009,Y,,DEDOS,O-99999,?,{808C633F-C267-4048-9338-1C3E2615F895},30164.144292244942335,10530449.046785961836576
1275,J304RO,MIRA MESA OPEN SPACE,Parks & Recreation,LUSK BL NWLY BARNES CYN RD,Mira Mesa,OSDED,2.140000000000000,Y,,DEDOS,O-17698,10/07/1991,{E8D3EF0F-5A38-4220-AE57-FA4CDC080617},1802.393831612407894,89706.042701722544734
1276,Y714RU,REMINGTON HILLS OPEN SPACE,Parks & Recreation,RTE 905 ELY OF/NLY PISTOL RANGE RD,Otay Mesa,OSDESG,0.492000000000000,N,,NONE,R-291219,02/01/1999,{C630C57B-1DC1-4C6D-AE47-B0EAE24317F1},818.449075291939835,21402.838252391367860
1277,Q443RO,MISSION VALLEY HILLSIDES OPEN SPACE,Parks & Recreation,ELY 10TH AV BET JOHNSON & HAYES,Uptown,OSDED,0.640000000000000,Y,,DEDOS,R-307952,01/02/2013,{8221DF2E-A74F-49B1-8CCF-1205E8FBB99A},699.821186456965506,28011.940168398265087
1278,Y801RO,OTAY MESA OPEN SPACE,Parks & Recreation,OTAY MESA RD & HERITAGE SW,Otay Mesa,OSDED,12.910000000000000,Y,,DEDOS,R-307952,01/02/2013,{A74E9A92-DD99-46B7-BDC1-59E87A09E146},4365.997894503624593,562528.468402648228221
1279,R405RO,BANKERS HILL CANYON OPEN SPACE,Parks & Recreation,SPRUCE & BRANT SELY,Uptown,OSDED,1.946000000000000,Y,,DEDOS,R-303253,12/18/2007,{F84E4D36-1125-4135-B2AD-B853238838D0},1532.167291409538848,85259.255680536909495
1280,Q512FS,FIRE STATION #18,Fire-Rescue,4676 FELTON ST,Normal Heights,FIRESTAT,0.306000000000000,N,,SFR,R-000000,?,{395A0D78-473C-4D2B-A017-23E3D6BFA345},463.677562308228744,13230.508809403387204
1281,P714PM,RELINQUISHMENT,Real Estate,70TH ST  & ALVARADO RD SW COR,College Area,NOTDESG,0.450000000000000,N,,UNK,R-000000,?,{C5D66433-6D58-4DF9-A37E-C3AE72BA59CB},758.287210658850995,21499.654739757461357
1282,J502RD,MESA VERDE PARK,Parks & Recreation,GOLD COAST DR & SALUDA AVE,Mira Mesa,NPARK,4.998000000000000,Y,,DEDOS,O-11403,10/03/1978,{F5F30F98-6958-4164-8E9D-1C034D6B5829},1842.039457219331325,204071.244574017648119
1283,O709RD,LAKE MURRAY COMM PARK,Parks & Recreation,MURRAY PARK DR & ELMCREST,Navajo,CMTYPK,36.789999999999999,Y,,DEDOS,O-15933,04/11/1983,{79DAD3B7-3784-453C-B2D8-B2B5A81EB6B3},7429.544519014508296,1353841.494775272672996
1284,E501MM,SEWER PUMP STATION #90,PUD - Wastewater,8255 DEL SUR COURT,Black Mountain Ranch,SWRPUMP,0.681000000000000,N,WASTE,NONE,R-000000,?,{B18B2A82-91D9-4BC6-A3D4-464DC1D16CC1},1047.428600611749061,29593.220872069909092
1285,O606RO,NAVAJO CANYON OPEN SPACE PARK,Parks & Recreation,NAVAJO RD BTWN WARING RD,Navajo,OSDED,152.961999999999989,Y,,MULTIPLE,O-99999,?,{5505C4B2-10C1-415A-A18C-F1D120594DC4},33278.967629787322949,6334744.212544241920114
1286,R606RS,CHOLLAS LAKE COMM PARK,Parks & Recreation,COLLEGE GROVE DR SLY,Eastern Areas,CMTYPK,54.859999999999999,N,,NONE,R-999999,?,{75CAAA64-E938-4FEE-B5BF-A35A954F329A},7978.098369037059456,2430760.761525845155120
1287,Y814FS,FIRE STATION #49 (FUTURE),Fire-Rescue,OCEAN VIEW HILLS PKWY & SEA FIRE POINT,OTAY MESA,FIRESTAT,2.112000000000000,N,,NONE,250320,10/01/1979,{BF054F1D-66D5-46E0-A823-8EB4672E231F},1607.126658206941102,91898.142435137953726
1288,M403RO,MARIAN BEAR OPEN SPACE PARK,Parks & Recreation,HWY 52 & I-805 SWLY OF,Clairemont Mesa,OSDED,79.099999999999994,Y,,DEDOS,O-99999,?,{A9AAA84D-17FF-4DC1-9229-C2EEE7949243},10770.641972099709164,3387736.407712073065341
1289,P606RO,KENSINGTON/COLLEGE OPEN SPACE,Parks & Recreation,FAIRMOUNT AV NLY MONTEZUMA RD,College Area,OSDED,1.188000000000000,Y,,DEDOS,R-307952,01/02/2013,{D865E964-961A-429C-9DB2-FE74E89AF0CE},891.231107885975916,45543.563084331290156
1290,S451SM,G Street Remnants,Economic Dev,G St between Union & Front Streets,Centre City,STREET,0.018000000000000,N,,NONE,308898,04/28/2014,{4720C9E0-1B90-4CFB-AE92-4034559E207C},616.190585415912324,1718.821206615563824
1291,F606MM,SEWER PUMP STATION #84,PUD - Wastewater,SWLY CMNO DEL NORTE,Rancho Bernardo,SWRPUMP,0.106000000000000,N,WASTE,NONE,R-268860,07/13/1987,{70789667-ABA0-4218-929C-CC8448A328B2},292.724600263056914,4995.405574511808481
1292,S201RD,SUNSET CLIFFS PARK,Parks & Recreation,LADERA & CORDOBA,Peninsula,RPARK,51.340000000000003,Y,,DEDOS,O-15941,04/11/1983,{11FA7059-376E-4FE1-B8E6-E64A787E4B80},13072.400637772609116,2269055.073547442443669
1293,P408SM,Linda Vista Commercial Property,Economic Dev,6907-21 Linda Vista Rd.,Linda Vista,HLDDEV,1.210000000000000,N,,NONE,R-308898,04/28/2014,{2E121D85-E80E-4FA7-9C90-1C649AE18883},919.890368080783674,52720.732130533513555
1294,G405RU,MCGONIGLE CANYON OPEN SPACE,Parks & Recreation,VIA ABERTURA ELY/SLY CARMEL VLLY RD,Torrey Highlands,OSDESG,9.830000000000000,N,,SFR,R-293251,06/05/2000,{85CC69D9-4227-4DED-8B13-30762656F33E},3296.992756461139834,427813.614577213127632
1295,N203RU,PACIFIC BEACH OPEN SPACE,Parks & Recreation,SOLEDAD MTN RD & BERYL ST,Pacific Beach,OSDESG,2.060000000000000,N,,SFR,R-217455,01/05/1977,{3A53DD3F-BB82-4865-98BE-575DDAF67C11},1950.296663596687040,91687.067974130928633
1296,S440EM,PARK TO BAY LINK,Transportation,PARK BLVD & G STREET,Centre City,STREET,0.193000000000000,N,,NONE,R-298777,01/13/2004,{C2690E41-6843-484D-BD15-BE59E6B79B21},657.128697290871287,8415.849526171361504
1297,R607CM,CENTRAL POLICE FACILITY,Police,3940 Federal Blvd.,City Heights,SUPPD,19.969999999999999,N,,MULTIPLE,R-251224,02/19/1980,{CA387783-7C7B-4E74-88FF-3221FBA28DD6},6991.180325342435935,878712.849820785108022
1298,Q607RO,TALMADGE HILLSIDES OPEN SPACE,Parks & Recreation,FAIRMOUNT AV & ALDINE DR SLY,Kensington-Talmadge,OSDED,1.810000000000000,Y,,DEDOS,O-16889,07/06/1987,{AB12C6F1-D8C6-4E20-BAF7-19D663E8E866},2210.683905530408992,89409.269910574352252
1299,F502R3,BLACK MOUNTAIN OPEN SPACE,Parks & Recreation,"Calle Juanito, West of",Black Mountain Ranch,OSDESG,80.000000000000000,N,,SFR,R-310778,12/01/2016,{DEB259FE-E35F-40CA-869A-EBD5944B8489},8187.336526403096286,3643593.728902862407267
1300,R704WM,EMERALD HILLS STANDPIPE,PUD - Water,EIDER ST ELY WYNNETT,Encanto,SURPLUS,0.409000000000000,N,WATER,NONE,R-000000,?,{2F0A27E3-B12D-4230-AC66-A7F643ABAF62},565.201936726625945,16021.207642594632489
1301,N402RD,LINDBERGH PARK,Parks & Recreation,MARLESTA & ASHFORD STS,Clairemont Mesa,NPARK,7.922000000000000,Y,,DEDOS,O-99999,?,{0DA21CA0-EDE5-48E9-BBB4-A4E85CACF916},3136.531588533826834,347654.502697211690247
1302,R532RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,BEECH ST SLY; ELY 34TH ST,Greater Golden Hill,OSDED,0.665000000000000,Y,,DEDOS,R-303253,12/18/2007,{473A03A3-0810-408C-A82B-8D61A1DC0781},775.030474192676365,28484.808726105802634
1303,S449SM,King Promenade (Bridgeworks/Hilton Hotel Frontage),Economic Dev,"402 K St., 268 4th Ave.",Centre City,NPARK,1.108000000000000,N,,NONE,308898,04/28/2014,{99CDF9D9-C4C1-497A-840D-658D52A6A3FF},1516.882670724086211,48265.004958619800163
1304,P318P1,SITE 891,Real Estate,WEST MORENA VLVD WLY VEGA ST,Linda Vista,NOTDESG,0.343000000000000,N,,NONE,R-302651,05/29/2007,{FBDB8952-729A-4BF5-9E8D-E51CAD8E3299},664.128917168952171,11250.440966816284345
1305,M123LB,LA JOLLA/RIFORD BRANCH LIBRARY,Library,7555 DRAPER AVE,La Jolla,LIB,0.720000000000000,N,,SFR,R-258136,04/04/1983,{9BBE2831-7112-4C1E-9CDC-A97D206481A0},730.212931500356490,31527.095648556423839
1306,Q709GM,SITE 692,Transportation,SLY DONNA WAY ELY DONNA AV,Eastern Areas,GENUTIL,0.141000000000000,N,WATER,NONE,R-251995,06/09/1980,{23476A3B-AA21-47C7-BD51-352D072898D6},1147.156620561433328,6976.557437222968474
1307,O701LB,SAN CARLOS BRANCH LIBRARY,Library,7265 JACKSON DR.,Navajo,LIB,1.000000000000000,N,,UNK,R-000000,?,{B8485EC8-85BC-4E62-97FD-12CE5925A0E2},843.137418981236351,45350.108731254884333
1308,Z702PM,SAN YSIDRO COMMUNITY CTR,Real Estate,663 E. SAN YSIDRO BLVD.,San Ysidro,UREV,1.529000000000000,N,,NONE,R-000000,?,{C6B41F88-7906-4FF2-98A1-06C41AD39C98},965.633791344956308,54268.621031231421512
1309,Y608P1,LAURISTON SETTLEMENT,Real Estate,LAURISTON DR SLY/ELY ELROSE DR,Otay Mesa-Nestor,SURPLUS,3.282000000000000,N,,NONE,R-000000,?,{4D0CCC3D-A1CC-4781-AE69-60D0327DA4A9},2790.744038997672760,148171.083030744484859
1310,R634RO,MANZANITA CANYON OPEN SPACE,Parks & Recreation,42ND & THORN SELY,City Heights,OSDED,0.080000000000000,Y,,DEDOS,R-303253,12/18/2007,{2AE43FE2-5652-4BCB-95F2-E1EE1BFD03F9},315.007215574070528,2980.832890947373471
1311,T501RD,SOUTHCREST COMM PARK,Parks & Recreation,40TH & Z ELY,Southeastern San Diego,CMTYPK,17.199000000000002,Y,,DEDOS,O-11574,04/24/1975,{F1BF2D57-31FE-4C0A-B793-6DD82CF7345B},5196.933455812119064,762468.476011833176017
1312,G507RO,RANCHO PENASQUITOS OPEN SPACE,Parks & Recreation,WESTVALE RD & MEADOWRUN NLY OF,Rancho Penasquitos,OSDED,4.007000000000000,Y,,DEDOS,R-307952,01/02/2013,{B598BE3C-7C5A-4E67-8DD3-6D50E26EF5E2},2765.667943223386828,177273.492112900363281
1313,H342RS,DEL MAR OPEN SPACE,Parks & Recreation,SLY DEL MAR TRAILS NLY SR,Carmel Valley,NPARK,3.000000000000000,N,,NONE,R-250320,10/01/1979,{4C42263B-1EB0-4771-8B4F-C0A5229A98EA},1838.551563373819135,130666.892832309677033
1314,Q308RO,MISSION VALLEY PRESERVE,Parks & Recreation,"MORENA BL ELY, SLY FRIARS RD",Mission Valley,OSDED,16.346000000000000,Y,,DEDOS,O-18817,06/29/2000,{85B4F95C-182E-4C8F-92E9-09C24A5B2748},5742.717758893685641,1016565.404130814713426
1315,Q421PM,SITE 219,Real Estate,REYNARD WY & TORRANCE NE COR,Uptown,NOTDESG,0.059000000000000,N,,NONE,R-279820,04/27/1992,{8B583B72-86A5-4B44-8F75-DB67A9E43067},337.003831588423054,3772.827817352042530
1316,L003WP,USDRIP,PUD - Water,HWY 67 & LAKESIDE AV,Co-Lakeside,NOT DESIGNATED,8.330000000000000,N,WATER,NONE,R-252874,10/13/1981,{31F88DF1-018D-419F-8AE9-3585C2E3C2D2},2713.346527830077321,409656.959481711208355
