objectid,site_code,common_nm,managing_dept,location,cmty_plan,desg_use,site_acres,dedicated_park,pud_branch,site_restriction,reso_ord_num,reso_ord_dt,globalid,shape_Length,shape_Area
1,H321RU,CARMEL VALLEY OPEN SPACE,Parks & Recreation,SLY CARMEL CTR RD & FOXHOLLOW,Carmel Valley,OSDESG,0.191000000000000,N,,NONE,R-265955,06/16/1986,{D893771F-67C3-478D-BBFB-6E153DD78B70},198.150122723130153,944.615445742891211
2,J630WW,MIRAMAR RESERVOIR LAND,PUD - Water,SCRIPPS LAKE DR ELY RED CEDAR,Scripps Miramar Rch,WATERSHED,0.340000000000000,N,WATER,NONE,R-000000,?,{293D496C-28DF-4849-B7D5-41546B8F39BF},1474.870966498204780,11373.021455225611135
3,O709R3,MISSION TRAILS OPEN SPACE    LM,Parks & Recreation,LAKE MURRAY BLVD & KIOWA,Navajo,OSDESG,166.175000000000011,N,WATER,UNK,R-263065,04/29/1985,{EDA9CCE4-AD4F-4268-B2C8-0DC858609789},43675.397434983126004,7507254.656004737131298
4,S729PM,SITE 733,PUD - Water,BROADWAY & 63RD ST SELY OF,Encanto,UREV,0.303000000000000,N,WATER,NONE,R-279820,04/27/1992,{502E65AF-5C61-4F52-8543-7786240ACD07},1398.517974437744442,14992.504135551656873
5,G510RO,RANCHO PENASQUITOS OPEN SPACE,Parks & Recreation,NELY BLK MT RD & RHO PENASQ BVD,Rancho Penasquitos,OSDED,0.405000000000000,Y,,DEDOS,R-307952,01/02/2013,{FE3BBCA5-C5EE-418B-81DE-E453E2E37CC2},525.597890875060784,16831.824991447512730
6,T524GM,SITE 856,Transportation,MAIN ST ELY 26TH ST,Barrio Logan,STREET,0.141000000000000,N,,UNK,R-251310,03/03/1980,{157A65BF-92A3-4A4A-BD1B-B6D103B76D7C},436.723673853598939,6083.506737374920704
7,Q704WM,REDWOOD VLG STANDPIPE,PUD - Water,ROCK ST & MARRON SWLY,Eastern Areas,STANDPIPE,1.241000000000000,N,WATER,NONE,R-000000,?,{42A81442-DFD0-4516-83D6-5EA3A0C423F3},960.106878257245967,51456.006590223943931
8,J401R2,LOS PENASQUITOS CYN OPEN SPACE,Parks & Recreation,SLY SORRENTO VLY BLVD ELY I-805,Mira Mesa,OSDED,112.816000000000003,Y,,DEDOS,R-303253,12/18/2007,{DAC5A5BC-6F7F-45C3-9E25-94A08A9EF419},36635.004390258458443,5116222.786797939799726
9,S638RO,CHOLLAS RADIO SYSTEM,Parks & Recreation,RADIO DRIVE,Encanto,OSDED,35.268999999999998,Y,,DEDOS,O-16890,07/06/1987,{C875AF30-5D59-45C6-986A-C783E2D2693B},7847.070756772478489,1660406.739914093166590
10,Q650RS,City Heights Square Mini Park,Parks & Recreation,"43rd St, 4000 block, East side",Mid-City: City Heights,MPARK,0.123000000000000,N,,NONE,R-308898,04/28/2014,{C811234B-727E-49BA-BB59-9B6B3089AE7A},316.920526242267044,5348.480544534148976
11,H517RO,LOS PENASQUITOS CYN OPEN SPACE,Parks & Recreation,DARKWOOD RD WLY OF,Rancho Penasquitos,OSDED,0.094000000000000,Y,,DEDOS,R-303253,12/18/2007,{28FF97A0-7914-43DA-A468-898E3EB3431B},317.188810143715386,3909.303144170110045
12,P528RD,NORTH MTN VIEW MINI-PARK,Parks & Recreation,N MOUNTAIN VIEW DR WLY 34TH ST,Normal Heights,MPARK,0.420000000000000,Y,,DEDOS,O-18779,03/03/2000,{C6BCAFB4-1FFE-49EC-8115-CAEF6FA2356D},601.143782847162811,18503.994454342548124
13,T614PM,SITE 716,PUD - Water,DIVISION ST WLY 58TH ST,Encanto,NOTDESG,0.413000000000000,N,WATER,NONE,R-279820,04/27/1992,{22F74675-4415-42EE-834B-EBBD124E8BDD},1280.780338391134819,19170.033489968500362
14,O608WP,EL CAPITAN PIPELINE R/W,PUD - Water,CARTHAGE ST & BARCLAY AVE,Navajo,WTRPIPE,0.185000000000000,N,WATER,NONE,R-251705,04/28/1980,{D2692959-969F-4780-9EF7-EF20ADA0949A},611.289485283509521,8196.249382904856247
15,O602RD,ALLIED GARDENS COMM PARK,Parks & Recreation,GREENBRIER AV & GLENROY,Navajo,CMTYPK,9.826000000000001,Y,,DEDOS,O-11105,08/14/1973,{86760397-8BFE-400C-AED9-147B16CB71DC},2937.171827942945583,435486.340410703793168
16,S501FS,FIRE STATION #11,Fire-Rescue,945 25TH ST,Greater Golden Hill,FIRESTAT,0.289000000000000,N,,UNK,R-000000,?,{FC70198F-EB76-447B-A0B9-AD78BAD929EE},472.191421519433447,13232.276846257387660
17,P201R2,CAMPLAND PARK 522,Parks & Recreation,SWLY PACIFIC BCH DR & OLNEY ST,Mission Bay Park,RPARK,16.770000000000000,Y,,DEDOS,O-17030,02/16/1990,{A2C5F93C-9BC6-4AE9-868C-3AF77BFE3AB4},5343.439196572447145,933256.794357397709973
18,S603RD,GOMPERS PARK,Parks & Recreation,HILLTOP DR & CAROLINA,Encanto,NPARK,4.820000000000000,Y,,DEDOS,O-11402,10/03/1974,{2DE7DAB5-8B2E-4266-A2AA-21F9B4D343E5},1927.585797235702330,206230.099105145753128
19,R602RD,HOLLYWOOD PARK,Parks & Recreation,SUMAC DR OFF FAIRMONT AV,City Heights,NPARK,14.093999999999999,Y,,DEDOS,O-999999,?,{5DDBDC69-1EF5-4EDE-A3F5-1C3312AD3E16},7082.648199188812214,624599.391026671160944
20,N215GM,SITE 832,Stormwater,MORENA BLVD & JUTLAND DR SWLY,Clairemont Mesa,DRAIN,4.410000000000000,N,,UNK,R-251310,03/03/1980,{F0FD6A44-3F2F-40B6-89F7-31595B569691},4618.329068485969401,204078.873429280851269
21,Z002EM,OTAY MESA TRUCK ROUTE,Transportation,SLY SIEMPRE VIVA RD NEAR DRUCKER LN,Otay Mesa,STREET,6.495000000000000,N,,SFR,R-250320,10/01/1979,{9728E541-D905-4896-9BED-49865456B376},14833.005167578445253,282653.330521150783170
22,N414P2,KEARNY VILLA RD EXCESS,Real Estate,KEARNY VILLA RD SLY AERO DR,Kearny Mesa,NOTDESG,0.028000000000000,N,,UNK,R-000000,?,{5C4DE81F-1311-4D65-9452-299588F5AE69},189.707420265684448,991.579920734950178
23,J633RS,Fairbrook Neighborhood Park,Parks & Recreation,Fairbrook Rd. & Rue Fontenay Ct.,Scripps Miramar Rch,NPARK,3.404000000000000,N,,NONE,R-309355,12/09/2014,{2F739F17-FE89-4134-95F2-143DB0BB4AA1},1621.790477467221308,148371.090723988483660
24,Q431PM,SITE 879,Real Estate,PINE ST WLY ALLEN RD,Uptown,NOTDESG,0.003000000000000,N,,NONE,R-279820,04/27/1992,{96E70D05-35A6-4CD0-BCCC-A9122428B486},299.568406577216592,383.661968416785385
25,S614GM,SITE 574,Transportation,58TH ST & OLVERA AVE SE COR,Encanto,STREET,0.021000000000000,N,,NONE,R-250864,12/17/1979,{2B68310D-8BB0-45F6-9C4D-D34035A77365},166.416908089785011,1177.995803687435227
26,O705RO,PASATIEMPO PARK WEST OPEN SPACE,Parks & Recreation,PASATIEMPO AVE NWLY RCHO PK DR,Navajo,OSDED,5.123000000000000,Y,,DEDOS,O-16903,07/13/1987,{682F9C99-F630-4C35-9028-C21595FD4C8E},2018.162738379504844,228253.936158212745795
27,P331MM,MORENA BLVD PUMP STATION,PUD - Wastewater,North of Friars Road South of Anna Ave & Shermal St.,Linda Vista,SWRPUMP,2.740000000000000,N,WASTE,NONE,R-308906,05/15/2014,{0525F089-C4E7-42BC-961A-79F4287D0B2B},2175.661323041098058,109559.949014635581989
28,L303FS,FIRE STATION #50,Fire-Rescue,7171 SHORELINE DR.,University,FIRESTAT,0.882000000000000,N,,SFR,R-00000, ,{4C06B211-4FB8-4367-8CAE-B54BEF3C16A4},875.838271939434208,40037.738835156291316
29,O502RO,SANDROCK CANYON OPEN SPACE PARK,Parks & Recreation,KOBE WY EAST END,Serra Mesa,OSDED,12.380000000000001,Y,,DEDOS,O-11466,01/06/1975,{93504AFA-C7D4-49E8-A079-E7DDA2A62199},4927.903784675896532,584652.124944229493849
30,Q334RD,PRESIDIO COMMUNITY PARK,Parks & Recreation,TAYLOR ST & PRESIDIO DR,Old Town San Diego,CMTYPK,11.550000000000001,Y,,DEDOS,O-011597,05/15/1975,{1CB41125-4D82-424B-B9F7-186097B00C01},3793.548926582295735,518166.270804240659345
31,Q338PM,TAYLOR ST PARK & RIDE,Real Estate,TAYLOR ST & TAYLOR ST OFF RAMP,Old Town San Diego,PARKING,0.171000000000000,N,,NONE,R-000000,?,{31D0B250-E137-4E37-8767-5D8F7C67C42C},522.250125569316083,13854.967528925290026
32,M206WR,SOLEDAD RESERVOIR,PUD - Water,LJ SCENC DR SO & VIA CASA ALTA,La Jolla,RESERVOIR,0.790000000000000,N,WATER,NONE,R-000000,?,{1AF86B16-7F32-42D0-80EE-FE047A1D4DC4},972.504489345675552,36969.840427802817430
33,P532EM,CAMINO DEL RIO N/I-8 ST OPENING,Transportation,CAMINO DEL RIO NORTH AT I-8,Mission Valley,STREET,0.026000000000000,N,,NONE,R-000000,02/28/1991,{9398607E-CEDD-40A6-827A-E4203E825DEF},171.865331246486846,1236.190240756465300
34,C701WR,LAKE HODGES RES ELY I-15,PUD - Water,I-15 ELY; NLY HIGHLAND VLY RD,San Pasqual Valley,LAKE,410.639999999999986,N,WATER,UNK,R-000000,?,{E84EF1A4-63B2-461A-B992-7C4DD571A33A},24464.270938846002537,14409148.751125780865550
35,Z719PM,SITE 922,Real Estate,I-5 & DAIRY MART SELY OF,San Ysidro,NOTDESG,8.379000000000000,N,,NONE,R-000000,?,{DE6616CA-ED4A-4F4A-8FE7-4C7CAE332C59},3328.000984003195299,405779.201704859966412
36,M103RO,LUDINGTON HTS OPEN SPACE PK W,Parks & Recreation,ALBAHR DR & CRESPO,La Jolla,OSDED,0.040000000000000,Y,,SFR,R-000000,?,{83CE476F-5ECC-4856-B7C0-29D10F093EBA},224.167250630843512,3423.604226879745511
37,C601RS,RANCHO BERNARDO PK EXPANSION,Parks & Recreation,W. BERNARDO RD NLY AGUAMIEL RD,San Pasqual Valley,CMTYPK,2.494000000000000,N,,NONE,R-296435,04/02/2002,{3A98E10E-93FB-4F2C-8F0A-6F63DE558383},969.303541909950354,34933.450459455714736
38,Q641CS,POLICE SUBSTATION-MID-CITY,Police,4310 LANDIS ST,City Heights,PDSTAT,2.916000000000000,N,,NONE,R-284494,08/08/1994,{FFBFB4B2-A989-426D-B3B4-934A6EAD87CF},3415.893097938815572,129176.087705953075783
39,S542GM,SITE 354,Stormwater,MARKET WLY I-15,Southeastern San Diego,DRAIN,0.663000000000000,N,,SFR,R-250560,11/05/1979,{0223314B-AEC8-456B-97C6-5D4C5B880F97},1362.223453208517412,29255.367261576931924
40,S403FS,FIRE STATION #07,Fire-Rescue,944 CESAR E CHAVEZ PARKWAY,Barrio Logan,FIRESTAT,0.161000000000000,N,,UNK,R-000000,?,{B2A11C82-4544-4C22-844D-E05CB57B5A65},397.517840456861222,7882.942202170157543
41,T706WM,PARADISE HILLS STANDPIPE,PUD - Water,PARADISE VLY RD & WOODMAN NELY,Skyline-Paradise Hls,ELEVTNK,5.090000000000000,N,WATER,NONE,R-999999,?,{5B87DC07-65F1-4664-B9ED-215E7ACD2EE7},1881.895342552547390,220619.058253219496692
42,J617RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,RANCH VIEW DR & LEAFWOOD PL,Scripps Miramar Rch,OSDED,3.400000000000000,Y,,SFR,O-16901,07/22/1987,{809591A2-903A-416C-A150-A1673A7F4711},2026.358351489300276,150195.740722674090648
43,J307RO,MIRA MESA OPEN SPACE,Parks & Recreation,LUSK BL WLY VISTA SORRENTO PKWY,Mira Mesa,OSDED,36.540999999999997,Y,,SFR,O-19136,01/23/2003,{4629BA28-9474-42AD-817F-271F805FE11D},8603.009652853637817,1591763.727227103896439
44,S643RU,GUYMON ARMS CYN OPEN SPACE,Parks & Recreation,GUYMON ST WLY EUCLID,Encanto,OSDESG,4.030000000000000,N,,NONE,R-269872,12/01/1987,{9995CAA5-0B0D-423B-9AF1-3EA303A77086},3095.532843942447471,178566.508917711122194
45,H606RU,SABRE SPRINGS OPEN SPACE,Parks & Recreation,POWAY RD & SABRE SPRINGS PKWY,Sabre Springs,OSDESG,20.591999999999999,N,,NONE,R-274281,09/11/1989,{D99CFE12-DF0A-4641-B34D-6928BB06ED34},5963.989145333194756,920491.716203954769298
46,F410RO,BLACK MOUNTAIN RANCH OPEN SPACE,Parks & Recreation,SAN DIEGUITO RD SLY/WLY MONTIEN,Black Mountain Ranch,OSDED,6.329000000000000,Y,,SFR,R-307592,01/02/2013,{E4842157-4F3C-47BF-9EBB-94C6FB2DE865},2413.298217191982076,275633.280089230276644
47,S573GM,SITE 350,Transportation,MARKET & I-15 NELY OF,Southeastern San Diego,STREET,0.263000000000000,N,,UNK,R-251597,04/14/1980,{BA8EBF96-3A41-45B7-90B2-E1C408C61EF4},655.610316009163284,13105.105544171539805
48,P808PM,SITE 850-A,PUD - Water,FLETCHER PKWY & AMAYA,Co-La Mesa,NOTDESG,0.249000000000000,N,WATER,UNK,R-256744,07/12/1982,{9B74F232-28D8-4876-A4EA-D1AA6A967A27},561.177718169642844,13369.823974294058644
49,Y619MM,GROVE AV SEWER PUMP STA.,PUD - Wastewater,GROVE AV NLY OF & WLY I-5,Otay Mesa-Nestor,SWRPUMP,3.315000000000000,N,WASTE,NONE,R-000000,?,{7E71431A-4A3E-4DBA-A51A-4781AB380208},1651.796121789952849,144937.797045336570591
50,G606RO,CARMEL MTN RCH OPEN SPACE,Parks & Recreation,SHOAL CREEK DR SLY TED WILLIAMS PKWY,Carmel Mtn Ranch,OSDED,37.655999999999999,Y,,DEDOS,R-307952,01/02/2013,{DFB9A5A5-A498-4614-BE1E-7453C4208CDD},9738.591134212269026,1640502.259623008314520
51,M513MM,MWWD OFFICE,PUD - Wastewater,9150 & 9192 TOPAZ WY,Kearny Mesa,OFCBLDG,12.536000000000000,N,WASTE,VERNAL,R-283169,12/06/1993,{68917E6F-1D18-40DA-8E08-CCF9475034A5},3062.071733552886599,550727.442061978508718
52,H610RO,SABRE SPRINGS OPEN SPACE,Parks & Recreation,SELY POWAY RD & SPRINGHURST DR,Sabre Springs,OSDED,15.260000000000000,Y,,DEDOS,R-307952,01/02/2013,{13333A25-166F-4507-9438-600281A81710},5450.178743062690955,664497.485536199645139
53,G301RU,FAIRBANKS COUNTRY CLB OPEN SPACE,Parks & Recreation,NLY SAN DIEGUITO RD,Fairbanks Rch Country Clb,OSDESG,493.110000000000014,N,,SFR,R-259343,12/23/1983,{6AD80104-F94B-45B6-BDF1-588C80D3C022},27317.472825791784999,21715799.975111406296492
54,S565GM,DELLS REDEVELOPMENT AREA,Stormwater,35TH ST NLY E ST,Southeast San Diego,DRAIN,0.023000000000000,N,,NONE,R-93758,05/17/1949,{47840B58-E73A-4A38-AB4A-1BF43151E332},102.395901806320140,421.731143212070322
55,S597CS,POLICE SUBSTATION-CENTRAL,Police,2501 Imperial Ave.,Southeastern San Diego,PDSTAT,1.947000000000000,N,,NONE,R-289539,12/09/1997,{0CAB9931-D1AB-4A91-B343-64A10544AD66},1180.014402404971406,84731.359751886790036
56,M308RD,STANDLEY COMMUNITY PARK,Parks & Recreation,SYRACUSE AVE WLY SYRACUSE WAY,University,CMTYPK,1.070000000000000,Y,,DEDOS,O-12427,08/28/1978,{B1476DA6-F5EC-4DE8-BE10-8321E1EBD92F},898.129887158147881,38668.509302397855208
57,P614RO,ADOBE FALLS PARK OPEN SPACE,Parks & Recreation,ADOBE FALLS RD EAST END,Navajo,OSDED,3.915000000000000,Y,,DEDOS,O-16902,07/13/1987,{4DDDBC98-6817-4347-B3ED-B7612011F918},2218.958284203177755,175257.342705932795070
58,S741RO,SOUTH BAY TERRACES OPEN SPACE,Parks & Recreation,DEEP DELL RD ELY; NLY SHADYGLADE,Skyline-Paradise Hls,OSDED,3.442000000000000,Y,,DEDOS,O-18027,01/18/1994,{66C16BE0-94D0-4979-B831-30EED8481CBD},2348.538976688677849,153897.197243803500896
59,O612WP,EL CAPITAN PIPELINE R/W,PUD - Water,ELGIN AV SLY BIRCHWOOD ST,Navajo,WTRPIPE,0.138000000000000,N,WATER,NONE,R-251705,04/28/1980,{FA38E624-FCD2-492F-8E6B-80CAE8FD92F4},459.572039151866477,5820.962913462361939
60,M901PM,SITE 783,PUD - Water,I-67 SELY; EDDINGTON SWLY,Co-Santee,NOTDESG,0.225000000000000,N,WATER,NONE,R-279820,04/27/1992,{E01BA9EC-1C72-4046-AA9D-BB0F04B4A09C},617.656037112184663,10389.620119334967967
61,Q507PM,SITE 384,Real Estate,DWIGHT ST & NILE SELY OF,Greater North Park,NOTDESG,0.482000000000000,N,,NONE,R-279820,04/27/1992,{D96C85A6-3497-4317-BCFB-A302F44A45D4},582.058195234926870,21157.895731943281135
62,R559PM,SITE 256,Real Estate,REDWOOD ST ELY 30TH ST,Greater North Park,NOTDESG,0.015000000000000,N,,NONE,R-279820,04/27/1992,{B87E3477-3FA3-40A7-A3F3-D6981ABA79F8},133.302720438137868,778.340722830338336
63,N515RS,CENTRUM PARK,Parks & Recreation,"SPECTRUM CENTER BLVD, NORTH OF",Kearny Mesa,NPARK,2.000000000000000,N,,NONE,303725,05/27/2008,{89A38C72-E9DC-4B63-A90C-079DA7738B44},1226.663161633689242,87151.756916816186276
64,I509PM,ALEMANIA RD LANDSCAPE AREA,Real Estate,ALEMANIA RD & MERCY RD,Mira Mesa,NONCITY,0.020000000000000,N,,NONE,R-000000,02/07/1979,{8D6ED960-EC41-487D-A896-4B0E7C2E582B},171.620741019678348,927.632988154227178
65,O903PM,SITE 773 POR,PUD - Water,PIERCE ST & ARMORY ST SWLY,Co-El Cajon,NOTDESG,1.000000000000000,N,WATER,SFR,R-279820,04/27/1992,{7F709699-2D6E-4FF0-9E9F-0EE304944A48},1880.454441978914474,40908.458644402249774
66,T612GM,SITE 669 AR-A,Stormwater,MARINEVIEW AV ELY 41ST,Southeastern San Diego,DRAIN,0.516000000000000,N,,NONE,R-251059,01/28/1980,{303FA923-BADF-4EB4-AAE6-A3198283A31B},1019.849057947756819,17868.248943094586139
67,P602WM,ALVARADO PUMP PLANT,PUD - Water,WARING RD NLY I-8,Navajo,WTRPUMP,1.496000000000000,N,WATER,NONE,R-000000,?,{8E49420F-EAFA-4E4A-806E-77C577E56FAB},1051.972591945009526,66923.488655152890715
68,C602PM,SITE 002-B,PUD - Water,VIA RCHO PKWY SWLY I-15,Co-Escondido,NOTDESG,17.248999999999999,N,WATER,NONE,R-269211,09/08/1987,{454CEBCF-AA08-4AC2-8F1A-422B738C8D46},6342.297573482464031,817827.775134605239145
69,Q302RS,EL CAMPO SANTO,Parks & Recreation,SAN DIEGO AV & ARISTA; 2410 San Diego Ave,Old Town San Diego,MPARK,0.279000000000000,N,,SFR,R-999999,01/01/1928,{D60576DA-974C-4131-A8A6-34B4721879E1},437.068572500388029,12012.550187932380140
70,Z711WM,SMYTHE AVENUE EXCH.,PUD - Water,"NLY FOOTHILL BLVD, ELY SMYTHE AVE",San Ysidro,UREV,0.510000000000000,N,WATER,NONE,R-300671,07/18/2005,{260CA4AB-1169-45D6-A836-62F3BC75094B},719.855375700398554,22558.744075473900011
71,Q644RS,CITY HEIGHTS COMM PARK,Parks & Recreation,FAIRMOUNT ELY/BTWN LANDIS 7 WIGHTMAN,City Heights,CMTYPK,0.824000000000000,N,,NONE,R-297240,10/28/2002,{0503B6D7-D4F6-46D7-99C4-892CFED472D0},1316.888106019066527,36700.804403550995630
72,G313LB,Pacific Highlands Ranch Branch Library - Future,Library,12911 Pacific Place,Pacific Highlands Ranch,LIB,3.003000000000000,N,,SFR,R-309243,10/14/2014,{1E011BF3-78B1-4334-85C6-B2D1B2A755EE},1680.843878156592382,130149.467141940622241
73,Q619PM,SITE 523,Real Estate,UNIVERSITY AV SWLY OAKCREST DR,City Heights,NOTDESG,0.046000000000000,N,,SFR,R-279820,04/27/1992,{D2A4225A-14A1-4D85-931E-1FEEAF1177D1},344.895992048499863,1845.985427833050835
74,K205PM,SITE 652-A,Real Estate,N TOR PINE RD SLY LJ SHRS DR,La Jolla,NOTDESG,0.480000000000000,N,,NONE,R-251311,03/03/1980,{E329CD7B-4A5A-47D3-AA2A-0D920882336C},1020.461350989291759,8785.813974404558394
75,S623RS,OCEAN VIEW MINI-PARK,Parks & Recreation,OCEAN VIEW BL NELY SAN PASQUAL,Southeastern San Diego,MPARK,0.219000000000000,N,,NONE,R-276627,10/01/1990,{67A264A1-7B58-4FDA-8FE7-C6E08D942C44},475.860702800781780,9698.032025938979132
76,H603PM,STATE RELINQ #24039,Real Estate,CARA WAY NORTH OF SCRIPPS POWAY PARKWAY,Miramar Ranch North,NOTDESG,1.285000000000000,N,,NONE,R-000000,?,{39966AB3-26E0-4C2A-963A-33CC326F4DCA},1148.685640430747981,26927.517581725347554
77,J602RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,SCRIPPS RCH BLVD & AVIARY NLY,Scripps Miramar Rch,OSDED,13.483000000000001,Y,,DEDOS,O-16901,07/13/1987,{25D55007-2F3F-44DD-A49E-64B810BDA397},5636.716914472001008,592487.234495619894005
78,S709WP,OTAY PIPELINE,PUD - Water,65TH & HERRICK STS SELY,Encanto,WTRPIPE,0.065000000000000,N,WATER,UNK,R-252709,09/22/1980,{10F4A6E1-5371-4127-8CDB-9BD0ED51A965},319.708891974209564,3288.399283094279781
79,H404RU,DEL MAR MESA OPEN SPACE,Parks & Recreation,DEL MAR MESA,Del Mar Mesa,OSDESG,80.780000000000001,N,,SFR,R-283750,04/25/1994,{A30C17FC-B1CB-4FB8-B0CC-729756967D60},13071.824554519023877,4039479.860381378326565
80,G202GM,SAN DIEGUITO FLD CHANNEL,Stormwater,I-5 ELY; SLY VIA DE LA VALLE,No City Fut Urbaniz Area,FLDCTRL,8.109999999999999,N,,SFR,R-221593,08/07/1978,{BEC8681F-F2CB-4181-91F6-B3995229FC8D},2617.050685161980709,353406.182441529119387
81,S620GM,SITE 648,Stormwater,MARKET ST SELY UVAS ST,Encanto,DRAIN,1.517000000000000,N,,UNK,R-000000,?,{C3FA2B33-8F39-4085-AAA2-E6A73678F1E5},1336.428129947504431,66667.622029163423576
82,M118RS,LA JOLLA COMMUNITY PARK,Parks & Recreation,DRAPER AV SLY KLINE ST,La Jolla,CMTYPK,0.516000000000000,N,,NONE,R-000000,?,{C612DFCF-F579-430B-AE95-D474D41276DC},589.566828184925157,21399.712868262653501
83,H320RU,CARMEL VALLEY OPEN SPACE,Parks & Recreation,SLY CARMEL CTR RD & OCEAN VLY,Carmel Valley,OSDESG,0.033000000000000,N,,NONE,R-265955,06/16/1986,{24506DAE-4A24-4AA2-BC05-6B696B332CDD},212.865307894343431,1267.277121882442316
84,Z726PM,FRONT ST (RELINQ),Real Estate,BORDER VILLAGE RD WLY SAN YSIDRO BL,San Ysidro,UREV,0.377000000000000,N,,UNK,R-000000,?,{77A85191-C313-45F6-87F2-B939FDB8FFF8},836.413143876173763,22210.308657574187237
85,S575PM,SITE 867,Real Estate,MARKET & 30TH STS NWLY OF,Southeastern San Diego,NOTDESG,0.005000000000000,N,,NONE,R-279820,04/27/1992,{8F28472A-5C5D-41FE-947F-5EA964FCE52B},64.084145528979619,199.500678313603970
86,K202RU,SITE 674,Parks & Recreation,GENESEE ELY J J HOPKINS DR,University,OSDESG,2.747000000000000,N,,NONE,R-268823,07/13/1987,{3A9BF90E-F6CE-43D0-B1B0-7F861293A686},1923.584618499725138,66670.404507148545235
87,M701R6,MISSION TRAILS OPEN SPACE,Parks & Recreation,MISSION GORGE RD & DEERFIELD,Navajo,OSDED,29.646999999999998,Y,,DEDOS,R-303253,12/18/2007,{55297997-4671-454C-A3FE-FF87BF1A828F},7507.950295597636796,1316054.814335575327277
88,N506PM,SITE 026 AR-B,Real Estate,AERO DR & RUFFIN RD SWLY OF,Kearny Mesa,NOTDESG,10.970000000000001,N,,UNK,R-000000,?,{8D538D62-4DA9-4A34-A8A4-748B951A49FD},4076.238389258331154,478128.654180938960053
89,P411RS,CIVITA PARK,Parks & Recreation,7960 CIVITA BLVD,Mission Valley,NPARK,3.528000000000000,N,,NONE,R-250320,10/01/1979,{C6C1FC04-30EF-42AF-A9BD-B797545F04E5},3436.017352571424453,153626.653141398157459
90,O508PM,SITE 889,Real Estate,I-15 & MURPHY CNYN SLY END WLY,Kearny Mesa,NOTDESG,0.990000000000000,N,,NONE,R-279820,04/27/1992,{87D50932-FFFA-4669-98E5-BD845251786E},1120.058230981960378,40760.535794830793748
91,N905PM,SITE 776,PUD - Water,GABLE WY NLY; MARSHALL AV WLY,Co-El Cajon,NOTDESG,0.700000000000000,N,WATER,SFR,R-279820,04/27/1992,{738D29F5-C6A2-4515-9D88-F3460213FE8B},1332.637575353635384,30797.719790128343448
92,Z609PM,PEUS SETTLEMENT,Real Estate,HOLLISTER ST/HONESTIDAD RD WLY OF,Otay Mesa-Nestor,UREV,10.480000000000000,N,,UNK,R-289624,01/12/1998,{F954E035-9A07-4F22-863B-F4AE1F534A2F},3320.368905103557609,454427.907692477281671
93,H330RO,CARMEL VALLEY OPEN SPACE,Parks & Recreation,SELY ASHLEY FALLS DR N PEARLMAN,Carmel Valley,OSDED,7.260000000000000,Y,,DEDOS,R-307952,01/02/2013,{94B4C05B-A594-4BA4-AE8C-46915ACA5F20},3837.794095443261085,316800.252230813668575
94,L201PM,LA JOLLA YMCA YOUTH CTR,Real Estate,8355 CLIFFRIDGE AVENUE,La Jolla,CMTYCTR,5.240000000000000,N,,VOTER,R-000000,?,{3910AB0B-268D-4CA3-ABF9-912CBFD18A63},2164.076687152794420,229914.846938011673046
95,M305RD,GERSHWIN PARK,Parks & Recreation,CONRAD AV & GAYLORD DR,Clairemont Mesa,NPARK,5.450000000000000,Y,,DEDOS,O-12474,10/28/1978,{CD6CE53A-FFC8-4FC6-A44F-2293300496C2},2106.397820463834705,234748.261375566537026
96,N301RD,CADMAN COMMUNITY PARK,Parks & Recreation,MORAGA CT & AVATI DR,Clairemont Mesa,CMTYPK,8.404999999999999,Y,,DEDOS,O-99999,?,{D7C1AD59-27B0-4A39-994A-CE4DEFA1E95D},3357.727575191767301,363674.650000706606079
97,J603RD,LAKEVIEW PARK,Parks & Recreation,LAKECREST PT NLY OF,Scripps Miramar Rch,NPARK,12.774000000000001,Y,,UNK,O-16750,11/10/1986,{327D9F9B-6F9B-48C0-8DB6-EE7DC3788833},3533.096033811995312,574867.779096458340064
98,S706RD,SKYVIEW PARK,Parks & Recreation,SKYLINE DR & SYCHAR,Skyline-Paradise Hls,NPARK,4.884000000000000,Y,,DEDOS,O-18774,03/03/2000,{DDC837E4-BBDE-4C57-92D3-F379C526F978},2253.020986789306335,232803.121488401375245
99,S709WM,65TH & HERRICK PUMP PLANT,PUD - Water,65TH & HERRICK STS SE CO,Encanto,WTRPUMP,0.325000000000000,N,WATER,NONE,R-000000,?,{6A50B737-A5D0-4608-BAA1-7972B8FD86E4},473.873708750059848,13897.093908913086125
100,K406MM,SEWER PUMP STATION #59,PUD - Wastewater,MIRAMAR PL NLY MARINDUSTRY DR,University,SWRPUMP,0.060000000000000,N,WASTE,SFR,R-256810,07/19/1982,{FC1018C9-BA59-49CE-8DFC-6BF254AAB3EF},189.170436426489545,2243.120794535704135
101,M111RD,WINDANSEA PARK,Parks & Recreation,FERN GLEN AV & NEPTUNE PL,La Jolla,RPARK,1.478000000000000,Y,,DEDOS,O-15724,04/05/1982,{3C6584FB-20CB-417F-972F-834BE656662B},1810.426457202075198,58080.824011849428643
