ein,org_city,org_state,org_zip,subsection_code,latest_tax_year,latest_total_revenue,latest_total_expenses,latest_total_assets,status
330906648,San Diego,CA,92103-5918,3,2023.0,3341781.0,1132239.0,38404442.0,
273925891,San Diego,CA,92114-6612,3,,,,,
951816068,San Diego,CA,92101-1617,3,2023.0,2083714.0,2305712.0,6300448.0,
854272479,San Diego,CA,92166-0435,3,,,,,
330416663,San Diego,CA,92198-0884,3,,,,,
843551638,San Diego,CA,92105-6720,3,,,,,
951691313,San Diego,CA,92123-4223,3,2023.0,1933133560.0,1516783295.0,3644801360.0,
951648219,San Diego,CA,92112-0551,3,2023.0,411019877.0,365011304.0,954802422.0,
952039198,San Diego,CA,92123-1812,3,2023.0,240169000.0,262290000.0,227617000.0,
956042721,San Diego,CA,92182-1901,3,2023.0,212399519.0,202001372.0,283318319.0,
952040874,San Diego,CA,92101-4302,3,2023.0,92959770.0,53733025.0,259140120.0,
951863913,San Diego,CA,92102-3230,3,2023.0,43120925.0,35757784.0,43461107.0,
330660504,San Diego,CA,92123-6411,3,2023.0,33586977.0,33066012.0,23517954.0,
951661089,San Diego,CA,92111-5702,3,2023.0,28917082.0,29077349.0,24503213.0,
951874073,San Diego,CA,92101-2602,3,2023.0,25339336.0,23333662.0,44951952.0,
953649525,San Diego,CA,92110-2030,3,2023.0,23016021.0,23177317.0,48861206.0,
330352148,San Diego,CA,92138-0156,3,2023.0,23728997.0,16135225.0,16027742.0,
951696715,San Diego,CA,92101-1618,3,2023.0,10450340.0,15583217.0,78749340.0,
330661980,San Diego,CA,92111-2127,3,2023.0,2375487.0,2116804.0,11727624.0,
953072483,San Diego,CA,92123-1639,3,2023.0,6090271.0,4488272.0,11709664.0,
463481092,San Diego,CA,92121-1176,3,2023.0,6229349.0,7394007.0,17549471.0,
272249136,San Diego,CA,92116-3423,3,2023.0,6319670.0,6221211.0,6352600.0,
952253027,San Diego,CA,92101-1636,3,2023.0,6256233.0,5577038.0,11466017.0,
953128560,San Diego,CA,92123-1394,3,2023.0,6283512.0,7149009.0,2235103.0,
880939564,San Diego,CA,92138-0427,3,2023.0,70480.0,16169.0,7295453.0,
330539640,San Diego,CA,92114-4213,3,2023.0,3922380.0,4504129.0,6714354.0,
010565671,San Diego,CA,92110-4026,3,2023.0,3004781.0,1359965.0,27779231.0,
953080619,San Diego,CA,92105-2506,3,2023.0,3419161.0,3806119.0,3724103.0,
330147359,San Diego,CA,92101-1636,3,2023.0,3760072.0,2450762.0,6173888.0,
263305140,San Diego,CA,92113-1915,3,2023.0,3078021.0,2834115.0,1849873.0,
951709290,San Diego,CA,92101-1616,3,2023.0,2922614.0,3172038.0,7947569.0,
330961464,San Diego,CA,92101-4224,3,2023.0,1363624.0,1374559.0,319044.0,
330959608,San Diego,CA,92101-7416,3,2024.0,4252426.0,3125189.0,10673573.0,
951661119,San Diego,CA,92101-5522,3,2023.0,3056913.0,3173301.0,14630006.0,
330871577,San Diego,CA,92101-7420,3,2023.0,1761073.0,1987504.0,978895.0,
743184848,San Diego,CA,92105-5455,3,2023.0,1432695.0,1404062.0,1708178.0,
842242207,San Diego,CA,92101-8098,3,2023.0,2060294.0,1294833.0,1233249.0,
272917644,San Diego,CA,92105-2204,3,2023.0,1654703.0,1732644.0,1080360.0,
953374335,San Diego,CA,92123-1062,3,2024.0,1041574.0,1031259.0,1925499.0,
203461105,San Diego,CA,92123-4380,3,2023.0,342975.0,383952.0,413667.0,
931132987,San Diego,CA,92123-4397,3,2023.0,537065.0,409466.0,817274.0,
201701837,San Diego,CA,92168-1491,3,2023.0,508375.0,511383.0,154685.0,
953276681,San Diego,CA,92109-8301,3,2024.0,780536.0,757012.0,339086.0,
814910505,San Diego,CA,92106-2822,3,2024.0,1007141.0,755478.0,956234.0,
237261624,San Diego,CA,92101-4712,3,2022.0,1192317.0,279550.0,3731829.0,
330510791,San Diego,CA,92130-3307,3,2021.0,675094.0,705862.0,87678.0,
952464304,San Diego,CA,92103-3312,3,2024.0,717642.0,758524.0,588090.0,
330418006,San Diego,CA,92101-7533,3,2023.0,451121.0,420525.0,297176.0,
262861681,San Diego,CA,92126-6350,3,2022.0,2607696.0,1724432.0,977281.0,
330965545,San Diego,CA,92110-5254,3,2023.0,422579.0,498322.0,52550.0,
330012984,San Diego,CA,92138-2008,3,2023.0,251609.0,185156.0,308936.0,
330008140,San Diego,CA,92126-4581,3,2023.0,331187.0,330419.0,1015513.0,
953432182,San Diego,CA,92122-5973,3,2023.0,314229.0,264655.0,66435.0,
834493303,San Diego,CA,92108-4006,3,2023.0,350468.0,350468.0,35735.0,
953842950,San Diego,CA,92121-2812,3,2023.0,335233.0,269280.0,529684.0,
953497223,San Diego,CA,92129-2698,3,2023.0,264087.0,358024.0,1017263.0,
953413430,San Diego,CA,92126-4852,3,2024.0,346210.0,274654.0,361005.0,
953655610,San Diego,CA,92192-7300,3,2024.0,234770.0,217138.0,365684.0,
263224365,San Diego,CA,92159-1425,3,2023.0,87017.0,115597.0,114097.0,
330709428,San Diego,CA,92103-1946,3,2023.0,225839.0,192903.0,3297321.0,
330402620,San Diego,CA,92116-2668,3,2023.0,143803.0,377046.0,711762.0,
956079626,San Diego,CA,92110-4838,3,2023.0,529183.0,373532.0,5515298.0,
953124579,San Diego,CA,92137-1322,3,2024.0,221148.0,220467.0,288304.0,
956061412,San Diego,CA,92102,3,,,,,
811192837,San Diego,CA,92120-2306,3,2023.0,60444.0,96608.0,123566.0,
455467123,San Diego,CA,92102-2208,3,2023.0,215025.0,127762.0,158159.0,
852441648,San Diego,CA,92121-0000,3,2022.0,259225.0,305187.0,35154.0,
330383919,San Diego,CA,92101,3,2014.0,68120.0,23444.0,1278251.0,
330354443,San Diego,CA,92106-6175,3,2023.0,175771.0,273219.0,144836.0,
330299972,San Diego,CA,92101-6944,3,2023.0,316058.0,404551.0,5380184.0,
845190032,San Diego,CA,92103-7804,3,2023.0,107000.0,8979.0,100353.0,
833054768,San Diego,CA,92101-1023,3,2022.0,214059.0,208496.0,248571.0,
330038259,San Diego,CA,92101-0000,3,2024.0,72945.0,139553.0,263876.0,
