ein,org_city,org_state,org_zip,subsection_code,latest_tax_year,latest_total_revenue,latest_total_expenses,latest_total_assets,status
202669967,San Diego,CA,92101-2421,3,2023.0,159184.0,159803.0,165767.0,
330895681,San Diego,CA,92110-2767,3,2024.0,182111.0,202034.0,23459.0,
330390376,San Diego,CA,92104-2009,3,2024.0,513155.0,565780.0,122369.0,
472882798,San Diego,CA,92166-0994,3,2023.0,89103.0,52148.0,159691.0,
330055336,San Diego,CA,92130-6816,3,2023.0,405570.0,136133.0,1849585.0,
842083463,San Diego,CA,92128-2524,3,,,,,
330802871,San Diego,CA,92117-2714,3,2023.0,132486.0,155804.0,50882.0,
953340806,San Diego,CA,92104-4032,3,2023.0,128044.0,178421.0,228046.0,
273253781,San Diego,CA,92111-2252,3,2023.0,159719.0,153789.0,5930.0,
200551778,San Diego,CA,92123-1698,3,2023.0,131990.0,304177.0,330338.0,
863819628,San Diego,CA,92120-2705,3,2024.0,140441.0,314333.0,3525018.0,
330490481,San Diego,CA,92160-0007,3,2023.0,119149.0,118158.0,35485.0,
710926652,San Diego,CA,92108-3845,3,2023.0,94659.0,81166.0,76077.0,
237122611,San Diego,CA,92176-1020,3,2022.0,106595.0,101040.0,106513.0,
800584352,San Diego,CA,92163-2077,3,2023.0,77612.0,81473.0,17412.0,
852720161,San Diego,CA,92128-5296,3,2023.0,85812.0,83514.0,75723.0,
956098089,San Diego,CA,92103-5516,3,2023.0,213594.0,124753.0,674606.0,
043842913,San Diego,CA,92195-3792,3,2022.0,102651.0,137170.0,125971.0,
330573601,San Diego,CA,92114,3,2015.0,99839.0,118749.0,28726.0,
330628755,San Diego,CA,92168-1241,3,2018.0,95161.0,4359.0,124994.0,
824307092,San Diego,CA,92102-3802,3,2023.0,92400.0,77126.0,92049.0,
330453013,San Diego,CA,92103-2512,3,2023.0,79928.0,88102.0,30895.0,
461924716,San Diego,CA,92172-0332,3,2023.0,330579.0,273038.0,235119.0,
842547961,San Diego,CA,92127-3517,3,2024.0,91671.0,75844.0,28913.0,
473583767,San Diego,CA,92110-3302,3,2023.0,34394.0,84463.0,79026.0,
300176205,San Diego,CA,92127-2115,3,2023.0,49967.0,49185.0,44387.0,
813177205,San Diego,CA,92113-1009,3,2021.0,60844.0,59134.0,42395.0,
453934403,San Diego,CA,92171-2592,3,2023.0,46348.0,58107.0,173024.0,
571154286,San Diego,CA,92138-7073,3,2022.0,41747.0,26706.0,94805.0,
330752257,San Diego,CA,92112-2724,3,,,,,
223953776,San Diego,CA,92108-3789,3,2023.0,106600.0,106600.0,25930.0,
900677218,San Diego,CA,92124-2883,3,,,,,
880542916,San Diego,CA,92101-8522,3,2023.0,45205.0,1315.0,94641.0,
874234965,San Diego,CA,92129-2211,3,2023.0,65115.0,46098.0,27798.0,
330641457,San Diego,CA,92111,3,2017.0,46407.0,84345.0,91227.0,
920782982,San Diego,CA,92126-3426,3,2023.0,30915.0,158541.0,1368686.0,
956047745,San Diego,CA,92101-0000,3,2023.0,68332.0,57826.0,135364.0,
912151694,San Diego,CA,92124-1178,3,2023.0,43955.0,46395.0,122706.0,
330640963,San Diego,CA,92138-0562,3,2023.0,34229.0,51891.0,50876.0,
300125828,San Diego,CA,92101-6108,3,2023.0,48449.0,93428.0,347804.0,
330840790,San Diego,CA,92107-1006,3,2021.0,1630837.0,1576789.0,1857055.0,
854217013,San Diego,CA,92117-6740,3,2023.0,0.0,18128.0,10564.0,
931136639,San Diego,CA,92127-6195,3,2023.0,33888.0,12845.0,44167.0,
330396059,San Diego,CA,92109-8301,3,2024.0,23401.0,45737.0,1017235.0,
934616750,San Diego,CA,92123-2674,3,,,,,
330321448,San Diego,CA,92138-1981,3,2018.0,11801.0,18803.0,19868.0,
204988114,San Diego,CA,92111-4640,3,2016.0,11459.0,8596.0,3210.0,
912143098,San Diego,CA,92126-4432,3,2019.0,9933.0,263339.0,1124207.0,
953685182,San Diego,CA,92174-2274,3,2024.0,6724.0,303.0,30311.0,
263534334,San Diego,CA,92101-3585,3,2023.0,46392.0,23225.0,143334.0,
208440781,San Diego,CA,92103-6207,3,2023.0,1830.0,7690.0,51691.0,
462736707,San Diego,CA,92102-1833,3,2022.0,3233.0,3957.0,1557.0,
863941158,San Diego,CA,92108-1604,3,2024.0,2020.0,2170.0,1812.0,
923201244,San Diego,CA,92103-2076,3,2023.0,5090.0,2022.0,3121.0,
850919079,San Diego,CA,92128-2552,3,2023.0,20264.0,16942.0,14009.0,
202614848,San Diego,CA,92130-3320,3,2024.0,248106.0,279765.0,85845.0,
261991511,San Diego,CA,92128-3025,3,2023.0,256155.0,4455.0,237.0,
912006217,San Diego,CA,92176-1163,3,2017.0,50.0,1906.0,2765.0,
330875171,San Diego,CA,92111-2109,3,2023.0,26877.0,34793.0,1074124.0,
861068424,San Diego,CA,92106-6138,3,2023.0,13384.0,4855.0,281727.0,
952788790,San Diego,CA,92104-2601,3,,,,,
352576277,San Diego,CA,92116-4419,3,2018.0,0.0,0.0,1.0,
853833718,San Diego,CA,92150-8079,3,,,,,
330908468,San Diego,CA,92111-1321,3,2017.0,71684.0,19997.0,93475.0,
460533969,San Diego,CA,92138-3973,3,2017.0,6958.0,7895.0,6953.0,
473674586,San Diego,CA,92107-2423,3,2015.0,12992.0,11976.0,1000.0,
471497958,San Diego,CA,92115-3529,3,,,,,
821788682,San Diego,CA,92128-2821,3,2018.0,646.0,646.0,50.0,
272343430,San Diego,CA,92117-3422,3,2023.0,777.0,5922.0,18669.0,
330814611,San Diego,CA,92121-2653,3,,,,,
562455405,San Diego,CA,92117-6206,3,,,,,
462329019,San Diego,CA,92101-2703,3,2015.0,150953.0,139821.0,27651.0,
451678535,San Diego,CA,92128-1146,3,,,,,
953539422,San Diego,CA,92124-1630,3,2013.0,36258.0,36822.0,59999.0,
331524786,San Diego,CA,92127-5810,3,,,,,
465627648,San Diego,CA,92101-0000,3,,,,,
471209775,San Diego,CA,92113-1678,3,2023.0,0.0,0.0,-62925.0,
844330507,San Diego,CA,92115-2633,3,,,,,
330355312,San Diego,CA,92106-1322,3,2021.0,10474.0,11777.0,8945.0,
870963019,San Diego,CA,92127-1227,3,,,,,
223880630,San Diego,CA,92114-5618,3,,,,,
920879001,San Diego,CA,92136-5030,3,,,,,
460507999,San Diego,CA,92192-2253,3,,,,,
260081117,San Diego,CA,92119-2946,3,,,,,
475248912,San Diego,CA,92120-2909,3,,,,,
871753964,San Diego,CA,92108-5822,3,,,,,
392130730,San Diego,CA,92102-1106,3,,,,,
330807749,San Diego,CA,92110-4638,3,2013.0,33651.0,37591.0,1790.0,
992163812,San Diego,CA,92193-3215,3,,,,,
461525539,San Diego,CA,92115-3140,3,,,,,
352777696,San Diego,CA,92123-2651,3,,,,,
933287807,San Diego,CA,92114-4201,3,,,,,
953749751,San Diego,CA,92163-3262,3,,,,,
953859329,San Diego,CA,92112-7244,3,2021.0,73320.0,43107.0,229440.0,
953159075,San Diego,CA,92102-2012,3,,,,,
611595086,San Diego,CA,92172-2842,3,,,,,
471281768,San Diego,CA,92115-3625,3,,,,,
455447607,San Diego,CA,92122-1818,3,,,,,
273995914,San Diego,CA,92101-1728,3,,,,,
200917236,San Diego,CA,92126-1507,3,,,,,
854327423,San Diego,CA,92108-3837,3,,,,,
237366613,San Diego,CA,92138-1106,3,,,,,
330539976,San Diego,CA,92108-1440,3,,,,,
990392762,San Diego,CA,92120-3224,3,,,,,
473228453,San Diego,CA,92103-3019,3,,,,,
330084042,San Diego,CA,92116-3711,3,,,,,
330819224,San Diego,CA,92115-3107,3,2022.0,46900.0,32302.0,14739.0,
330875623,San Diego,CA,92168-0594,3,2023.0,2344.0,1184.0,1160.0,
831213218,San Diego,CA,92111-1625,3,2021.0,25000.0,4546.0,70454.0,
330366694,San Diego,CA,92161-0001,3,2024.0,1.0,535.0,35193.0,
454567557,San Diego,CA,92105-6403,3,2021.0,212990.0,208894.0,6115.0,
330306477,San Diego,CA,92111-6342,3,2015.0,0.0,44.0,1012.0,
330299188,San Diego,CA,92163-1999,3,2013.0,33524.0,34859.0,7365.0,
201118434,San Diego,CA,92115-1616,3,,,,,
201716650,San Diego,CA,92160-7020,3,,,,,
931383351,San Diego,CA,92130-0000,3,,,,,
453159648,San Diego,CA,92116-2709,3,,,,,
274371174,San Diego,CA,92111-6229,3,2011.0,2500.0,1637.0,863.0,
330501587,San Diego,CA,92117-1118,3,,,,,
841817910,San Diego,CA,92150-0163,3,,,,,
371762366,San Diego,CA,92131-1561,3,,,,,
452812489,San Diego,CA,92103-3576,3,,,,,
813688342,San Diego,CA,92101-3536,3,,,,,
264207274,San Diego,CA,92101-1664,3,,,,,
952547959,San Diego,CA,92138-1602,3,,,,,
200774370,San Diego,CA,92110-3226,3,2018.0,60372.0,65588.0,82672.0,
330343114,San Diego,CA,92176-6632,3,,,,,
992038801,San Diego,CA,92137-1343,3,,,,,
330371296,San Diego,CA,92142-0148,3,2020.0,1035.0,3307.0,2187.0,
473643564,San Diego,CA,92108-4550,3,,,,,
273010063,San Diego,CA,92117-3817,3,2016.0,1.0,0.0,1.0,
461153908,San Diego,CA,92101-5647,3,,,,,
264393743,San Diego,CA,92129-2698,3,,,,,
262566366,San Diego,CA,92127-2003,3,2022.0,0.0,0.0,7512.0,
330245354,San Diego,CA,92171-2859,3,2015.0,28534.0,33700.0,41241.0,
830546339,San Diego,CA,92122-2522,3,,,,,
330473166,San Diego,CA,92103-1946,3,,,,,
463617330,San Diego,CA,92104-4532,3,,,,,
330259349,San Diego,CA,92117-2739,3,,,,,
330241500,San Diego,CA,92186-5098,3,2023.0,291.0,3525.0,77913.0,
330150170,San Diego,CA,92111-3606,3,,,,,
203151534,San Diego,CA,92129-3779,3,,,,,
932838009,San Diego,CA,92122-5324,3,,,,,
612103252,San Diego,CA,92104-3819,3,,,,,
463397987,San Diego,CA,92108-4324,3,,,,,
872470425,San Diego,CA,92124-1915,3,,,,,
455600847,San Diego,CA,92129-2813,3,,,,,
831534675,San Diego,CA,92154-4268,3,,,,,
300065132,San Diego,CA,92108-4746,3,,,,,
264239279,San Diego,CA,92102-4135,3,2020.0,222429.0,223531.0,-1102.0,
352679601,San Diego,CA,92102-4135,3,2023.0,141588.0,134459.0,9324.0,
743030477,San Diego,CA,92115-3625,3,,,,,
364903328,San Diego,CA,92101-3536,3,,,,,
464199188,San Diego,CA,92117-5504,3,,,,,
463964099,San Diego,CA,92102-2208,3,,,,,
884299436,San Diego,CA,92176-6823,3,,,,,
812716025,San Diego,CA,92127-2190,3,,,,,
821772039,San Diego,CA,92126-1551,3,2017.0,2155.0,1605.0,550.0,
330184468,San Diego,CA,92176-1068,3,,,,,
330001712,San Diego,CA,92138-7402,3,2010.0,10692.0,10198.0,5589.0,
953032308,San Diego,CA,92112-3130,3,2024.0,154253.0,113128.0,136748.0,
852575826,San Diego,CA,92111-1803,3,,,,,
394976582,San Diego,CA,92139-2117,3,,,,,
953500912,San Diego,CA,92111-6341,3,,,,,
330482989,San Diego,CA,92128-4539,3,,,,,
330461648,San Diego,CA,92130-2451,3,,,,,
953613118,San Diego,CA,92117-3319,3,,,,,
510176412,San Diego,CA,92124-2622,3,,,,,
274319294,San Diego,CA,92122-1724,3,,,,,
330818343,San Diego,CA,92101-5629,3,2017.0,51371.0,92724.0,1.0,
822166791,San Diego,CA,92111-5525,3,,,,,
995023061,San Diego,CA,92101-7792,3,,,,,
952861286,San Diego,CA,92107-2535,3,,,,,
920601508,San Diego,CA,92154-2319,3,,,,,
850492741,San Diego,CA,92101-8705,3,,,,,
330217537,San Diego,CA,92116-3163,3,,,,,
472855509,San Diego,CA,92121-2102,3,,,,,
821108857,San Diego,CA,92111-1922,3,,,,,
330512874,San Diego,CA,92101-6039,3,,,,,
994906788,San Diego,CA,92109-1209,3,,,,,
474302932,San Diego,CA,92139-3550,3,,,,,
311128777,San Diego,CA,92111-3400,3,,,,,
953800740,San Diego,CA,92105-3005,3,,,,,
470899158,San Diego,CA,92120-1332,3,,,,,
330727960,San Diego,CA,92116-2401,3,,,,,
853740599,San Diego,CA,92131-0000,3,,,,,
330266434,San Diego,CA,92123-2837,3,,,,,
330590103,San Diego,CA,92114-6737,3,,,,,
952673301,San Diego,CA,92163-3291,3,,,,,
812018204,San Diego,CA,92175-5652,3,,,,,
952910969,San Diego,CA,92154-1428,3,,,,,
474833781,San Diego,CA,92149-7001,3,,,,,
813211619,San Diego,CA,92124-2616,3,,,,,
921512749,San Diego,CA,92111-2236,3,,,,,
883989793,San Diego,CA,92165-5142,3,,,,,
946001188,San Diego,CA,92101-7490,3,,,,,
330883579,San Diego,CA,92129-1604,3,,,,,
330697503,San Diego,CA,92106-2857,3,,,,,
931840110,San Diego,CA,92129-4483,3,,,,,
900755910,San Diego,CA,92117-5937,3,,,,,
330333698,San Diego,CA,92111-6341,3,,,,,
932419686,San Diego,CA,92121-4355,3,,,,,
510152417,San Diego,CA,92116-4247,3,,,,,
237328620,San Diego,CA,92117-2602,3,,,,,
330291554,San Diego,CA,92129-0000,3,,,,,
821899547,San Diego,CA,92107-2231,3,,,,,
330787189,San Diego,CA,92115-1546,3,,,,,
953124539,San Diego,CA,92126-4553,3,,,,,
833160175,San Diego,CA,92103-6207,3,,,,,
330107636,San Diego,CA,92101-7822,3,,,,,
332995818,San Diego,CA,92117-6224,3,,,,,
953424141,San Diego,CA,92101-4806,3,2014.0,461289.0,2289524.0,1.0,
330723206,San Diego,CA,92138-0952,3,,,,,
333126955,San Diego,CA,92115-1415,3,,,,,
330915872,San Diego,CA,92159-0625,3,,,,,
392954006,San Diego,CA,92109-1936,3,,,,,
884228745,San Diego,CA,92111-2236,3,,,,,
202471944,San Diego,CA,92127-0000,3,,,,,
460704387,San Diego,CA,92111-1327,3,,,,,
205394473,San Diego,CA,92115-6832,3,,,,,
952281403,San Diego,CA,92111-2612,3,,,,,
270647626,San Diego,CA,92102-3612,3,,,,,
333142341,San Diego,CA,92123-2625,3,,,,,
473820517,San Diego,CA,92176-6653,3,,,,,
330743305,San Diego,CA,92110-3519,3,,,,,
413009753,San Diego,CA,92130-1364,3,,,,,
330076719,San Diego,CA,92103-3410,3,,,,,
334689553,San Diego,CA,92115-5533,3,,,,,
474278387,San Diego,CA,92170-3602,3,,,,,
953256052,San Diego,CA,92103-2076,3,,,,,
952583869,San Diego,CA,92120-4632,3,,,,,
611418016,San Diego,CA,92103-3408,3,,,,,
825446081,San Diego,CA,92154-4709,3,,,,,
874813263,San Diego,CA,92114-2716,3,,,,,
933199412,San Diego,CA,92115-4731,3,,,,,
861247062,San Diego,CA,92121-2314,3,,,,,
330607929,San Diego,CA,92127-2824,3,,,,,
334892349,San Diego,CA,92109-6439,3,,,,,
331029843,San Diego,CA,92123-4802,3,2023.0,27234985.0,26220129.0,13427054.0,
010635895,San Diego,CA,92192-7068,3,2023.0,330889.0,315915.0,493557.0,
951455284,Encinitas,CA,92024-2791,3,2023.0,21890086.0,24414829.0,42894866.0,
952668328,Santee,CA,92071-5832,3,2023.0,11884811.0,11421631.0,9897293.0,
821252886,Simi Valley,CA,93065-1659,3,2023.0,2215292.0,2215024.0,1156016.0,
463687213,Carlsbad,CA,92011-3227,3,2018.0,2256652.0,2137094.0,1068596.0,
542084082,Del Mar,CA,92014-1911,3,2023.0,1083956.0,1020865.0,353214.0,
273317344,El Cajon,CA,92020-5128,3,2024.0,944951.0,895611.0,381936.0,
870765789,Temecula,CA,92589-0850,3,2023.0,1074396.0,1148700.0,512933.0,
273792604,Coronado,CA,92178-1309,3,2023.0,486981.0,518388.0,681640.0,
881119469,La Mesa,CA,91942-1929,3,2023.0,360775.0,322011.0,49109.0,
330574573,Escondido,CA,92027-7001,3,2023.0,493341.0,404807.0,743173.0,
844516040,Encinitas,CA,92024-2930,3,2023.0,117581.0,80512.0,75446.0,
472037818,Chula Vista,CA,91910-6436,3,,,,,
412093108,Escondido,CA,92029-4332,3,2023.0,74335.0,133658.0,130994.0,
800201329,Spring Valley,CA,91977-5748,3,2023.0,103334.0,97769.0,33425.0,
912166107,La Mesa,CA,91942-0335,3,2019.0,72432.0,73647.0,66964.0,
471217505,Poway,CA,92064-6442,3,2024.0,48188.0,36054.0,435474.0,
203117781,La Jolla,CA,92037-5199,3,2023.0,29535.0,109886.0,913823.0,
871055926,Encinitas,CA,92024-2388,3,2022.0,40405.0,40405.0,1.0,
201800690,Lakeside,CA,92040-2740,3,2023.0,42824.0,25405.0,587254.0,
753013676,Encinitas,CA,92023-1869,3,2023.0,32520.0,48593.0,198014.0,
330499812,Santee,CA,92072-1534,3,2023.0,32394.0,36748.0,6560.0,
263401870,Poway,CA,92064-1327,3,2023.0,33177.0,49130.0,292915.0,
901219798,Encinitas,CA,92024-2845,3,2023.0,75819.0,80962.0,7792.0,
862083002,Oceanside,CA,92058-1633,3,2023.0,1.0,325.0,232839.0,
863740858,Ramona,CA,92065-3928,3,2021.0,300.0,300.0,1.0,
933683660,Solana Beach,CA,92075-2438,3,,,,,
992443812,Encinitas,CA,92024-2424,3,,,,,
462460220,Santee,CA,92071-7521,3,,,,,
953694746,Fallbrook,CA,92028-2626,3,2019.0,77521.0,65656.0,18627.0,
844055057,Carlsbad,CA,92009-9308,3,,,,,
933709621,Sacramento,CA,95825-1474,3,,,,,
475557122,Del Mar,CA,92014-3757,3,,,,,
332439340,Sacramento,CA,95816-5712,3,,,,,
462594740,La Jolla,CA,92037-1421,3,2020.0,250.0,2277.0,37866.0,
330418759,Poway,CA,92064-1129,3,,,,,
452522456,Rcho Santa Fe,CA,92067-5010,3,,,,,
330491565,Escondido,CA,92033-3622,3,,,,,
832405827,Oceanside,CA,92056-4864,3,,,,,
330785211,El Cajon,CA,92019-2201,3,2011.0,1918.0,243.0,0.0,
371692216,Solana Beach,CA,92075-2004,3,,,,,
330072925,Carlsbad,CA,92009-7053,3,,,,,
300106276,El Cajon,CA,92021-2343,3,,,,,
934035924,Chula Vista,CA,91913-1659,3,,,,,
823466459,Cardiff,CA,92007-2342,3,,,,,
811238713,Santee,CA,92071-2864,3,,,,,
330274557,La Mesa,CA,91944-3191,3,,,,,
953370397,Oceanside,CA,92058-1633,3,,,,,
863379906,Spring Valley,CA,91977-2626,3,,,,,
475206010,Del Mar,CA,92014-2926,3,,,,,
272889309,Sacramento,CA,95811-5226,3,,,,,
953370350,Encinitas,CA,92023-0988,3,,,,,
301399435,Chula Vista,CA,91914-2622,3,,,,,
922750145,Chula Vista,CA,91910-2519,3,,,,,
201663069,Escondido,CA,92025-7414,3,,,,,
833765309,Cardiff,CA,92007-1319,3,2019.0,17939.0,2881.0,15058.0,
874455828,La Jolla,CA,92037-5025,3,,,,,
934848324,La Jolla,CA,92037-3204,3,,,,,
811974386,La Jolla,CA,92037-3669,3,,,,,
393194493,La Mesa,CA,91942-9555,3,,,,,
862204995,Encinitas,CA,92024-4913,3,,,,,
871424763,Lakeside,CA,92040-3761,3,,,,,
203364198,Poway,CA,92064-3505,3,,,,,
331326872,El Cajon,CA,92021-1101,3,,,,,
881758299,Imperial Bch,CA,91932-3244,3,,,,,
471381649,Clovis,CA,93611-5418,3,,,,,
990893770,Chula Vista,CA,91910-4823,3,,,,,
471269115,Carlsbad,CA,92009-8711,3,,,,,
843632732,Chula Vista,CA,91911-5569,3,,,,,
920890790,Lakeside,CA,92040-5640,3,,,,,
991136224,San Marcos,CA,92078-6903,3,,,,,
813995369,Poway,CA,92064-5925,3,,,,,
952513699,Chula Vista,CA,91911-5848,3,,,,,
883122290,San Marcos,CA,92069-1236,3,,,,,
852202018,National City,CA,91950-2736,3,,,,,
861616716,La Mesa,CA,91942-7419,3,,,,,
260530440,Lakeside,CA,92040-4622,3,,,,,
921943806,Chula Vista,CA,91910-3913,3,,,,,
841805502,San Diego,CA,92163-1411,3,,,,,
825251711,San Diego,CA,92108-2429,3,,,,,
273859180,San Diego,CA,92186-5728,3,,,,,
273936263,San Diego,CA,92186-5728,3,,,,,
273947284,San Diego,CA,92186-5728,3,,,,,
262975168,San Diego,CA,92124-2616,3,2023.0,58102.0,87738.0,284483.0,
463397293,San Diego,CA,92117-2721,3,2024.0,25123.0,52980.0,85527.0,
852725231,San Diego,CA,92127-3434,3,,,,,
882131688,San Diego,CA,92108-1624,3,,,,,
463987116,San Diego,CA,92195-3421,3,,,,,
264543954,San Diego,CA,92115-4564,3,2019.0,174050.0,164760.0,9290.0,
393360322,San Diego,CA,92117-5504,3,,,,,
330802242,San Diego,CA,92127-3420,3,,,,,
460550661,San Diego,CA,92123-4800,3,2023.0,4129262.0,3414969.0,2322865.0,
844790238,San Diego,CA,92127-7618,3,2023.0,205755.0,185169.0,55583.0,
951981182,San Diego,CA,92104-1091,3,2023.0,593773.0,750419.0,1846012.0,
953625786,San Diego,CA,92121-1017,3,2020.0,0.0,30.0,43848.0,
330072774,San Diego,CA,92138-4601,3,2023.0,1638461.0,1530495.0,1848993.0,
364977247,San Diego,CA,92109-3352,3,2023.0,61544.0,56873.0,54493.0,
264501884,San Diego,CA,92101-4474,3,,,,,
461744506,San Diego,CA,92142-1184,3,2019.0,17971.0,21402.0,16755.0,
364737415,San Diego,CA,92130-2553,3,,,,,
330877042,San Diego,CA,92192-7595,3,,,,,
394898775,San Diego,CA,92108-2942,3,,,,,
956067253,San Diego,CA,92103-5213,3,2023.0,78642.0,128658.0,1802671.0,
330853316,San Diego,CA,92103-6522,3,2023.0,143999434.0,135655964.0,97352563.0,
811973424,La Mesa,CA,91942-7434,3,2020.0,39688.0,59583.0,14028.0,
330467982,San Diego,CA,92160-0481,3,2023.0,75933.0,102129.0,125216.0,
330619449,San Diego,CA,92104-3555,3,2023.0,5757675.0,5879856.0,4255840.0,
471583475,San Diego,CA,92114-2222,3,2023.0,1326696.0,750217.0,601259.0,
843848530,San Diego,CA,92129-2845,3,,,,,
952504044,San Diego,CA,92123-4900,3,2023.0,172547847.0,178976298.0,671468910.0,
951644024,San Diego,CA,92123-1506,3,2023.0,78117604.0,78381471.0,99399295.0,
204374795,San Diego,CA,92121-2320,3,2023.0,97825585.0,93097821.0,84889874.0,
951652910,San Diego,CA,92110-3226,3,2023.0,81827749.0,72537496.0,146890126.0,
330278018,San Diego,CA,92123-4282,3,2023.0,63446100.0,56940014.0,14619437.0,
330170626,San Diego,CA,92123-4282,3,2023.0,71674594.0,78979858.0,196997890.0,
952678506,San Diego,CA,92101-5030,3,2023.0,33129976.0,33483686.0,4495684.0,
330927692,San Diego,CA,92101-2429,3,2023.0,33435055.0,34816471.0,16074173.0,
951869806,San Diego,CA,92114-3701,3,2023.0,27044157.0,25766774.0,18039721.0,
951319015,San Diego,CA,92123-4900,3,2023.0,7849261.0,8855509.0,18941309.0,
953397369,San Diego,CA,92103-6599,3,2023.0,9871522.0,9449400.0,21015093.0,
330427639,San Diego,CA,92101-5629,3,2023.0,7262398.0,5794600.0,65244689.0,
952408518,San Diego,CA,92108-2001,3,2023.0,8115753.0,9783386.0,11254182.0,
330701029,San Diego,CA,92106-6138,3,2023.0,4153801.0,511742.0,4080844.0,
952130325,San Diego,CA,92101-3309,3,2023.0,4434943.0,4976330.0,17260221.0,
952213995,San Diego,CA,92123-4320,3,2024.0,6222118.0,6737469.0,16476060.0,
474949185,San Diego,CA,92117-3467,3,2023.0,3504423.0,3257682.0,46754292.0,
813389364,San Diego,CA,92123-1643,3,2023.0,4964605.0,4829381.0,3857445.0,
330016681,San Diego,CA,92101-3702,3,2023.0,4288905.0,4220668.0,5978281.0,
952305570,San Diego,CA,92123-2101,3,2023.0,5619489.0,4465414.0,4789529.0,
912065038,San Diego,CA,92105-8025,3,2024.0,4795169.0,3455010.0,2095053.0,
330731368,San Diego,CA,92126-4533,3,2023.0,3779806.0,3757982.0,2229526.0,
330752255,San Diego,CA,92101-1713,3,2023.0,3571159.0,3584079.0,1341769.0,
951727087,San Diego,CA,92120-4227,3,2023.0,4332671.0,3175540.0,10941346.0,
330868261,San Diego,CA,92122-5977,3,2023.0,10051312.0,9928116.0,8246419.0,
261712580,San Diego,CA,92112-3266,3,2023.0,2419893.0,3629418.0,6001810.0,
952663101,San Diego,CA,92115-7134,3,2023.0,2806525.0,2788173.0,2078252.0,
330127369,San Diego,CA,92111-2109,3,2023.0,1935305.0,529201.0,2655375.0,
951772854,San Diego,CA,92105-1898,3,2023.0,2318605.0,1932445.0,1813570.0,
330730817,San Diego,CA,92104-4012,3,2023.0,1718425.0,1622229.0,1026681.0,
953522268,San Diego,CA,92101-1662,3,2023.0,1056398.0,1075437.0,1758131.0,
953076944,San Diego,CA,92115-3826,3,2023.0,1394641.0,1791300.0,8217118.0,
237079373,San Diego,CA,92101-1684,3,2023.0,1009958.0,954609.0,915675.0,
330830308,San Diego,CA,92122-1222,3,2021.0,953192.0,1036530.0,296977.0,
371651522,San Diego,CA,92108-4006,3,2023.0,1404871.0,1108000.0,496629.0,
956110237,San Diego,CA,92103-3007,3,2024.0,903428.0,746716.0,1406031.0,
330141259,San Diego,CA,92111-4902,3,2023.0,492082.0,444663.0,4924429.0,
330709735,San Diego,CA,92111-3606,3,2023.0,776998.0,217349.0,6964942.0,
330992658,San Diego,CA,92101-7420,3,2023.0,553000.0,662199.0,404319.0,
900961402,San Diego,CA,92123-1757,3,2023.0,233774.0,888306.0,69765.0,
330510953,San Diego,CA,92106-3005,3,2023.0,156480.0,158074.0,4958696.0,
921280609,San Diego,CA,92103-6637,3,2023.0,310145.0,196070.0,120557.0,
651262427,San Diego,CA,92111-2124,3,2023.0,631202.0,628856.0,1014909.0,
330903864,San Diego,CA,92109-5754,3,2021.0,2015.0,16603.0,21624.0,
952630300,San Diego,CA,92108-1746,3,2023.0,616689.0,714009.0,2005921.0,
330014261,San Diego,CA,92131-1130,3,2023.0,589507.0,558438.0,419006.0,
330428972,San Diego,CA,92108-3807,3,2023.0,855673.0,572254.0,1928523.0,
237006183,San Diego,CA,92123-4397,3,2023.0,493649.0,475795.0,275230.0,
330522770,San Diego,CA,92163-3825,3,2023.0,513850.0,598338.0,297856.0,
956111706,San Diego,CA,92198-0602,3,2023.0,155057.0,180749.0,1899454.0,
562602461,San Diego,CA,92108-4009,3,2023.0,318241.0,368676.0,271547.0,
956143944,San Diego,CA,92108,3,2015.0,504004.0,589917.0,99575.0,
330535624,San Diego,CA,92138-6504,3,2024.0,235648.0,258474.0,700077.0,
330799225,San Diego,CA,92123-1134,3,2023.0,469094.0,427685.0,455737.0,
421616157,San Diego,CA,92130-1350,3,2023.0,385919.0,455355.0,133831.0,
510205056,San Diego,CA,92163-3043,3,2024.0,307114.0,307936.0,5858.0,
203537504,San Diego,CA,92128-1144,3,2021.0,397692.0,399984.0,51852.0,
330718473,San Diego,CA,92108-3522,3,2023.0,387583.0,190735.0,3786295.0,
462438392,San Diego,CA,92101-4224,3,,,,,
030564240,San Diego,CA,92104-5218,3,2023.0,298682.0,357702.0,195042.0,
952090569,San Diego,CA,92103-6521,3,2023.0,217183.0,198825.0,2322839.0,
330773691,San Diego,CA,92159-0366,3,2023.0,312283.0,339172.0,41419.0,
223922763,San Diego,CA,92117-4950,3,2023.0,418391.0,376486.0,184386.0,
237252243,San Diego,CA,92108-1738,3,2021.0,277450.0,234806.0,193670.0,
300216827,San Diego,CA,92101-3536,3,2023.0,288159.0,119133.0,715228.0,
330374479,San Diego,CA,92163-3181,3,2023.0,53497.0,52406.0,143160.0,
264824510,San Diego,CA,92169-2622,3,2023.0,116134.0,268204.0,264232.0,
330720596,San Diego,CA,92114-5706,3,2023.0,201553.0,56427.0,1882825.0,
956193512,San Diego,CA,92112-2842,3,2024.0,189317.0,170954.0,18363.0,
452728912,San Diego,CA,92126-1233,3,2023.0,169258.0,142156.0,170344.0,
956100082,San Diego,CA,92101-2422,3,2023.0,125357.0,134670.0,153448.0,
