ein,strein,name,sub_name,city,state,ntee_code,subseccd,score,search_query,org_city,org_state,org_zip,subsection_code,latest_tax_year,latest_total_revenue,latest_total_expenses,latest_total_assets,status
953655610,95-3655610,San Diego County Parks Society,San Diego County Parks Society,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92192-7300,3,2024.0,234770.0,217138.0,365684.0,
263224365,26-3224365,Math For America San Diego,Math For America San Diego,San Diego,CA,B82,3,80.065094,san diego,San Diego,CA,92159-1425,3,2023.0,87017.0,115597.0,114097.0,
330709428,33-0709428,San Diego Human Dignity Foundation,San Diego Human Dignity Foundation,San Diego,CA,P112,3,80.065094,san diego,San Diego,CA,92103-1946,3,2023.0,225839.0,192903.0,3297321.0,
330402620,33-0402620,Lambda Archives Of San Diego,Lambda Archives Of San Diego,San Diego,CA,A82Z,3,80.065094,san diego,San Diego,CA,92116-2668,3,2023.0,143803.0,377046.0,711762.0,
956079626,95-6079626,San Diego Kiwanis Club Foundation,San Diego Kiwanis Club Foundation,San Diego,CA,S11,3,80.065094,san diego,San Diego,CA,92110-4838,3,2023.0,529183.0,373532.0,5515298.0,
953124579,95-3124579,San Diego Museum Council Inc,San Diego Museum Council Inc,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92137-1322,3,2024.0,221148.0,220467.0,288304.0,
956061412,95-6061412,Buddhist Temple Of San Diego,Buddhist Temple Of San Diego,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92102,3,,,,,
811192837,81-1192837,Tremble Clefs San Diego Inc,Tremble Clefs San Diego Inc,San Diego,CA,G99,3,80.065094,san diego,San Diego,CA,92120-2306,3,2023.0,60444.0,96608.0,123566.0,
455467123,45-5467123,San Diego Collaborative Arts Project,San Diego Collaborative Arts Project,San Diego,CA,A40,3,80.065094,san diego,San Diego,CA,92102-2208,3,2023.0,215025.0,127762.0,158159.0,
852441648,85-2441648,Liver Coalition Of San Diego,Liver Coalition Of San Diego,San Diego,CA,E70,3,80.065094,san diego,San Diego,CA,92121-0000,3,2022.0,259225.0,305187.0,35154.0,
330383919,33-0383919,San Diego International Sports Foundation,San Diego International Sports Foundation,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92101,3,2014.0,68120.0,23444.0,1278251.0,
330354443,33-0354443,San Diego Taxpayers Educational Foundation,San Diego Taxpayers Educational Foundation,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92106-6175,3,2023.0,175771.0,273219.0,144836.0,
330299972,33-0299972,San Diego Lions Welfare Foundation,San Diego Lions Welfare Foundation,San Diego,CA,S80Z,3,80.065094,san diego,San Diego,CA,92101-6944,3,2023.0,316058.0,404551.0,5380184.0,
845190032,84-5190032,San Diego Jazz Ventures Inc,San Diego Jazz Ventures Inc,San Diego,CA,A68,3,80.065094,san diego,San Diego,CA,92103-7804,3,2023.0,107000.0,8979.0,100353.0,
833054768,83-3054768,San Diego Harbor Police Foundation,San Diego Harbor Police Foundation,San Diego,CA,T11,3,80.065094,san diego,San Diego,CA,92101-1023,3,2022.0,214059.0,208496.0,248571.0,
330038259,33-0038259,San Diego Performing Arts League,San Diego Performing Arts League,San Diego,CA,A190,3,80.065094,san diego,San Diego,CA,92101-0000,3,2024.0,72945.0,139553.0,263876.0,
202669967,20-2669967,Miracle League Of San Diego,Miracle League Of San Diego,San Diego,CA,P82,3,80.065094,san diego,San Diego,CA,92101-2421,3,2023.0,159184.0,159803.0,165767.0,
330895681,33-0895681,Irish Outreach San Diego Inc,Irish Outreach San Diego Inc,San Diego,CA,A23,3,80.065094,san diego,San Diego,CA,92110-2767,3,2024.0,182111.0,202034.0,23459.0,
330390376,33-0390376,San Diego Council On Literacy,San Diego Council On Literacy,San Diego,CA,T99Z,3,80.065094,san diego,San Diego,CA,92104-2009,3,2024.0,513155.0,565780.0,122369.0,
472882798,47-2882798,Challenged Sailors San Diego Inc,Challenged Sailors San Diego Inc,San Diego,CA,P80,3,80.065094,san diego,San Diego,CA,92166-0994,3,2023.0,89103.0,52148.0,159691.0,
330055336,33-0055336,San Diego Indian American Society,San Diego Indian American Society,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92130-6816,3,2023.0,405570.0,136133.0,1849585.0,
842083463,84-2083463,San Diego Rugby Alumni Association,San Diego Rugby Alumni Association,San Diego,CA,N60,3,80.065094,san diego,San Diego,CA,92128-2524,3,,,,,
330802871,33-0802871,San Diego Canoe Kayak Team,San Diego Canoe Kayak Team,San Diego,CA,N70,3,80.065094,san diego,San Diego,CA,92117-2714,3,2023.0,132486.0,155804.0,50882.0,
953340806,95-3340806,San Diego Velodrome Association Inc,San Diego Velodrome Association Inc,San Diego,CA,N30,3,80.065094,san diego,San Diego,CA,92104-4032,3,2023.0,128044.0,178421.0,228046.0,
273253781,27-3253781,Iqraa Academy Of San Diego,Iqraa Academy Of San Diego,San Diego,CA,O50,3,80.065094,san diego,San Diego,CA,92111-2252,3,2023.0,159719.0,153789.0,5930.0,
200551778,20-0551778,Chinese School Of San Diego,Chinese School Of San Diego,San Diego,CA,B28,3,80.065094,san diego,San Diego,CA,92123-1698,3,2023.0,131990.0,304177.0,330338.0,
863819628,86-3819628,San Diego Womans Club Foundation,San Diego Womans Club Foundation,San Diego,CA,S81,3,80.065094,san diego,San Diego,CA,92120-2705,3,2024.0,140441.0,314333.0,3525018.0,
330490481,33-0490481,San Diego Senior Games Association,San Diego Senior Games Association,San Diego,CA,N60,3,80.065094,san diego,San Diego,CA,92160-0007,3,2023.0,119149.0,118158.0,35485.0,
710926652,71-0926652,San Diego Advanced Study Group,San Diego Advanced Study Group,San Diego,CA,B60,3,80.065094,san diego,San Diego,CA,92108-3845,3,2023.0,94659.0,81166.0,76077.0,
237122611,23-7122611,San Diego County Orchid Society,San Diego County Orchid Society,San Diego,CA,C420,3,80.065094,san diego,San Diego,CA,92176-1020,3,2022.0,106595.0,101040.0,106513.0,
800584352,80-0584352,San Diego American Flag Football,San Diego American Flag Football,San Diego,CA,R26,3,80.065094,san diego,San Diego,CA,92163-2077,3,2023.0,77612.0,81473.0,17412.0,
852720161,85-2720161,San Diego Dragons Non Profit,San Diego Dragons Non Profit,San Diego,CA,N68,3,80.065094,san diego,San Diego,CA,92128-5296,3,2023.0,85812.0,83514.0,75723.0,
956098089,95-6098089,San Diego Indoor Sports Inc,San Diego Indoor Sports Inc,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92103-5516,3,2023.0,213594.0,124753.0,674606.0,
043842913,04-3842913,San Diego Adaptive Sports Foundation,San Diego Adaptive Sports Foundation,San Diego,CA,O50,3,80.065094,san diego,San Diego,CA,92195-3792,3,2022.0,102651.0,137170.0,125971.0,
330573601,33-0573601,San Diego Black Health Associates,San Diego Black Health Associates,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92114,3,2015.0,99839.0,118749.0,28726.0,
330628755,33-0628755,San Diego Foundation For Change,San Diego Foundation For Change,San Diego,CA,P20,3,80.065094,san diego,San Diego,CA,92168-1241,3,2018.0,95161.0,4359.0,124994.0,
824307092,82-4307092,San Diego Youth Lacrosse Association,San Diego Youth Lacrosse Association,San Diego,CA,N60,3,80.065094,san diego,San Diego,CA,92102-3802,3,2023.0,92400.0,77126.0,92049.0,
330453013,33-0453013,Taoist Sanctuary Of San Diego,Taoist Sanctuary Of San Diego,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92103-2512,3,2023.0,79928.0,88102.0,30895.0,
461924716,46-1924716,San Diego County Prosperity Foundation,San Diego County Prosperity Foundation,San Diego,CA,W19,3,80.065094,san diego,San Diego,CA,92172-0332,3,2023.0,330579.0,273038.0,235119.0,
842547961,84-2547961,Serbian Cultural Center San Diego,Serbian Cultural Center San Diego,San Diego,CA,A20,3,80.065094,san diego,San Diego,CA,92127-3517,3,2024.0,91671.0,75844.0,28913.0,
473583767,47-3583767,Environmental Center Of San Diego,Environmental Center Of San Diego,San Diego,CA,C01,3,80.065094,san diego,San Diego,CA,92110-3302,3,2023.0,34394.0,84463.0,79026.0,
300176205,30-0176205,San Diego North Educational Foundation,San Diego North Educational Foundation,San Diego,CA,B82,3,80.065094,san diego,San Diego,CA,92127-2115,3,2023.0,49967.0,49185.0,44387.0,
813177205,81-3177205,San Diego Coffee Training Institute,San Diego Coffee Training Institute,San Diego,CA,P20,3,80.065094,san diego,San Diego,CA,92113-1009,3,2021.0,60844.0,59134.0,42395.0,
453934403,45-3934403,Greater San Diego Music Coterie,Greater San Diego Music Coterie,San Diego,CA,A6B,3,80.065094,san diego,San Diego,CA,92171-2592,3,2023.0,46348.0,58107.0,173024.0,
571154286,57-1154286,San Diego Dragon Boat Team,San Diego Dragon Boat Team,San Diego,CA,N70,3,80.065094,san diego,San Diego,CA,92138-7073,3,2022.0,41747.0,26706.0,94805.0,
330752257,33-0752257,San Diego Justice Foundation Inc,San Diego Justice Foundation Inc,San Diego,CA,I20,3,80.065094,san diego,San Diego,CA,92112-2724,3,,,,,
223953776,22-3953776,San Diego Rhythmic Gymnastics Academy,San Diego Rhythmic Gymnastics Academy,San Diego,CA,B99,3,80.065094,san diego,San Diego,CA,92108-3789,3,2023.0,106600.0,106600.0,25930.0,
900677218,90-0677218,San Diego Last Chance Ranch,San Diego Last Chance Ranch,San Diego,CA,D20,3,80.065094,san diego,San Diego,CA,92124-2883,3,,,,,
880542916,88-0542916,San Diego Federal Bar Foundation,San Diego Federal Bar Foundation,San Diego,CA,I12,3,80.065094,san diego,San Diego,CA,92101-8522,3,2023.0,45205.0,1315.0,94641.0,
874234965,87-4234965,San Diego Athletic Club Wp,San Diego Athletic Club Wp,San Diego,CA,N60,3,80.065094,san diego,San Diego,CA,92129-2211,3,2023.0,65115.0,46098.0,27798.0,
330641457,33-0641457,San Diego Korean American School,San Diego Korean American School,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92111,3,2017.0,46407.0,84345.0,91227.0,
920782982,92-0782982,Lutheran Mission Society San Diego,Lutheran Mission Society San Diego,San Diego,CA,P20,3,80.065094,san diego,San Diego,CA,92126-3426,3,2023.0,30915.0,158541.0,1368686.0,
956047745,95-6047745,San Diego Floral Association Inc,San Diego Floral Association Inc,San Diego,CA,C420,3,80.065094,san diego,San Diego,CA,92101-0000,3,2023.0,68332.0,57826.0,135364.0,
912151694,91-2151694,Won Buddhism San Diego Temple,Won Buddhism San Diego Temple,San Diego,CA,X50,3,80.065094,san diego,San Diego,CA,92124-1178,3,2023.0,43955.0,46395.0,122706.0,
330640963,33-0640963,San Diego Bicycle Club Inc,San Diego Bicycle Club Inc,San Diego,CA,N70,3,80.065094,san diego,San Diego,CA,92138-0562,3,2023.0,34229.0,51891.0,50876.0,
300125828,30-0125828,San Diego Brain Tumor Foundation,San Diego Brain Tumor Foundation,San Diego,CA,G48,3,80.065094,san diego,San Diego,CA,92101-6108,3,2023.0,48449.0,93428.0,347804.0,
330840790,33-0840790,Youth Tennis San Diego Foundation,Youth Tennis San Diego Foundation,San Diego,CA,T116,3,80.065094,san diego,San Diego,CA,92107-1006,3,2021.0,1630837.0,1576789.0,1857055.0,
854217013,85-4217013,Neighborhood Voices San Diego Inc,Neighborhood Voices San Diego Inc,San Diego,CA,S21,3,80.065094,san diego,San Diego,CA,92117-6740,3,2023.0,0.0,18128.0,10564.0,
931136639,93-1136639,San Diego Dermatological Society Inc,San Diego Dermatological Society Inc,San Diego,CA,E99,3,80.065094,san diego,San Diego,CA,92127-6195,3,2023.0,33888.0,12845.0,44167.0,
330396059,33-0396059,San Diego Crew Clasic Foundation,San Diego Crew Clasic Foundation,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92109-8301,3,2024.0,23401.0,45737.0,1017235.0,
934616750,93-4616750,Casa De Venezuela San Diego,Casa De Venezuela San Diego,San Diego,CA,A99,3,80.065094,san diego,San Diego,CA,92123-2674,3,,,,,
330321448,33-0321448,Damas Latinas De San Diego,Damas Latinas De San Diego,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92138-1981,3,2018.0,11801.0,18803.0,19868.0,
204988114,20-4988114,San Diego Swarm Baseball Academy,San Diego Swarm Baseball Academy,San Diego,CA,N63,3,80.065094,san diego,San Diego,CA,92111-4640,3,2016.0,11459.0,8596.0,3210.0,
912143098,91-2143098,San Diego Sports Medicine Foundation,San Diego Sports Medicine Foundation,San Diego,CA,E30,3,80.065094,san diego,San Diego,CA,92126-4432,3,2019.0,9933.0,263339.0,1124207.0,
953685182,95-3685182,Southeast San Diego Women Inc,Southeast San Diego Women Inc,San Diego,CA,A23,3,80.065094,san diego,San Diego,CA,92174-2274,3,2024.0,6724.0,303.0,30311.0,
263534334,26-3534334,San Diego Regional Chamber Foundation,San Diego Regional Chamber Foundation,San Diego,CA,S194,3,80.065094,san diego,San Diego,CA,92101-3585,3,2023.0,46392.0,23225.0,143334.0,
208440781,20-8440781,San Diego Hana Homes Inc,San Diego Hana Homes Inc,San Diego,CA,L22,3,80.065094,san diego,San Diego,CA,92103-6207,3,2023.0,1830.0,7690.0,51691.0,
462736707,46-2736707,Culinary Historians Of San Diego,Culinary Historians Of San Diego,San Diego,CA,A99,3,80.065094,san diego,San Diego,CA,92102-1833,3,2022.0,3233.0,3957.0,1557.0,
863941158,86-3941158,San Diego County Tke Foundation,San Diego County Tke Foundation,San Diego,CA,E12,3,80.065094,san diego,San Diego,CA,92108-1604,3,2024.0,2020.0,2170.0,1812.0,
923201244,92-3201244,San Diego Accessibility & Inclusive Design,San Diego Accessibility & Inclusive Design,San Diego,CA,B03,3,80.065094,san diego,San Diego,CA,92103-2076,3,2023.0,5090.0,2022.0,3121.0,
850919079,85-0919079,San Diego Double Ten Committee,San Diego Double Ten Committee,San Diego,CA,A23,3,80.065094,san diego,San Diego,CA,92128-2552,3,2023.0,20264.0,16942.0,14009.0,
202614848,20-2614848,San Diego Green Building Council,San Diego Green Building Council,San Diego,CA,C99,3,80.065094,san diego,San Diego,CA,92130-3320,3,2024.0,248106.0,279765.0,85845.0,
261991511,26-1991511,San Diego Community Land Trust,San Diego Community Land Trust,San Diego,CA,L99,3,80.065094,san diego,San Diego,CA,92128-3025,3,2023.0,256155.0,4455.0,237.0,
912006217,91-2006217,Ghanaian Association Of San Diego,Ghanaian Association Of San Diego,San Diego,CA,A23,3,80.065094,san diego,San Diego,CA,92176-1163,3,2017.0,50.0,1906.0,2765.0,
330875171,33-0875171,San Diego Police Canine Association,San Diego Police Canine Association,San Diego,CA,I196,3,80.065094,san diego,San Diego,CA,92111-2109,3,2023.0,26877.0,34793.0,1074124.0,
861068424,86-1068424,San Diego Regional Disaster Fund,San Diego Regional Disaster Fund,San Diego,CA,T30,3,80.065094,san diego,San Diego,CA,92106-6138,3,2023.0,13384.0,4855.0,281727.0,
952788790,95-2788790,Alpha Of San Diego Inc,Alpha Of San Diego Inc,San Diego,CA,P600,3,80.065094,san diego,San Diego,CA,92104-2601,3,,,,,
352576277,35-2576277,Basket Brigade Of San Diego,Basket Brigade Of San Diego,San Diego,CA,T50,3,80.065094,san diego,San Diego,CA,92116-4419,3,2018.0,0.0,0.0,1.0,
853833718,85-3833718,Better To Give San Diego,Better To Give San Diego,San Diego,CA,N62,3,80.03888,san diego,San Diego,CA,92150-8079,3,,,,,
330908468,33-0908468,Chefs Of San Diego Celebration,Chefs Of San Diego Celebration,San Diego,CA,B82,3,80.03888,san diego,San Diego,CA,92111-1321,3,2017.0,71684.0,19997.0,93475.0,
460533969,46-0533969,Choral Club Of San Diego,Choral Club Of San Diego,San Diego,CA,A68,3,80.03888,san diego,San Diego,CA,92138-3973,3,2017.0,6958.0,7895.0,6953.0,
473674586,47-3674586,Circus Collective Of San Diego,Circus Collective Of San Diego,San Diego,CA,A60,3,80.03888,san diego,San Diego,CA,92107-2423,3,2015.0,12992.0,11976.0,1000.0,
471497958,47-1497958,Combat Arts San Diego Inc,Combat Arts San Diego Inc,San Diego,CA,A25,3,80.03888,san diego,San Diego,CA,92115-3529,3,,,,,
821788682,82-1788682,Community Student Living   San Diego,Community Student Living   San Diego,San Diego,CA,L21,3,80.03888,san diego,San Diego,CA,92128-2821,3,2018.0,646.0,646.0,50.0,
272343430,27-2343430,Creative Stages Of San Diego,Creative Stages Of San Diego,San Diego,CA,A60,3,80.03888,san diego,San Diego,CA,92117-3422,3,2023.0,777.0,5922.0,18669.0,
330814611,33-0814611,Dmat San Diego Ca 4,Dmat San Diego Ca 4,San Diego,CA,M20,3,80.03888,san diego,San Diego,CA,92121-2653,3,,,,,
562455405,56-2455405,Friends Of San Diego Architecture,Friends Of San Diego Architecture,San Diego,CA,A40,3,80.03888,san diego,San Diego,CA,92117-6206,3,,,,,
462329019,46-2329019,German American San Diego Foundation,German American San Diego Foundation,San Diego,CA,A23,3,80.03888,san diego,San Diego,CA,92101-2703,3,2015.0,150953.0,139821.0,27651.0,
451678535,45-1678535,Greater San Diego Bangladesh Association,Greater San Diego Bangladesh Association,San Diego,CA,A23,3,80.03888,san diego,San Diego,CA,92128-1146,3,,,,,
953539422,95-3539422,Greater San Diego Mathematics Council,Greater San Diego Mathematics Council,San Diego,CA,U34A,3,80.03888,san diego,San Diego,CA,92124-1630,3,2013.0,36258.0,36822.0,59999.0,
331524786,33-1524786,Greater San Diego Tamil Academy,Greater San Diego Tamil Academy,San Diego,CA,A23,3,80.03888,san diego,San Diego,CA,92127-5810,3,,,,,
465627648,46-5627648,House Of Colombia San Diego,House Of Colombia San Diego,San Diego,CA,S20,3,80.03888,san diego,San Diego,CA,92101-0000,3,,,,,
471209775,47-1209775,Housing Help Of San Diego,Housing Help Of San Diego,San Diego,CA,L82,3,80.03888,san diego,San Diego,CA,92113-1678,3,2023.0,0.0,0.0,-62925.0,
844330507,84-4330507,Indonesian Christian Fellowship San Diego,Indonesian Christian Fellowship San Diego,San Diego,CA,X20,3,80.03888,san diego,San Diego,CA,92115-2633,3,,,,,
330355312,33-0355312,Koi Club Of San Diego,Koi Club Of San Diego,San Diego,CA,D60,3,80.03888,san diego,San Diego,CA,92106-1322,3,2021.0,10474.0,11777.0,8945.0,
870963019,87-0963019,Me Slash Cfs San Diego,Me Slash Cfs San Diego,San Diego,CA,G01,3,80.03888,san diego,San Diego,CA,92127-1227,3,,,,,
223880630,22-3880630,Mercury San Diego Track & Field,Mercury San Diego Track & Field,San Diego,CA,N60,3,80.03888,san diego,San Diego,CA,92114-5618,3,,,,,
920879001,92-0879001,Naval Base San Diego Mwr,Naval Base San Diego Mwr,San Diego,CA,W30,3,80.03888,san diego,San Diego,CA,92136-5030,3,,,,,
460507999,46-0507999,Pastel Society Of San Diego,Pastel Society Of San Diego,San Diego,CA,A25,3,80.03888,san diego,San Diego,CA,92192-2253,3,,,,,
260081117,26-0081117,Peninsula Aquatics San Diego Inc,Peninsula Aquatics San Diego Inc,San Diego,CA,,3,80.03888,san diego,San Diego,CA,92119-2946,3,,,,,
475248912,47-5248912,Persian Academy Of San Diego,Persian Academy Of San Diego,San Diego,CA,B90,3,80.03888,san diego,San Diego,CA,92120-2909,3,,,,,
871753964,87-1753964,Project Compassion Of San Diego,Project Compassion Of San Diego,San Diego,CA,Q30,3,80.03888,san diego,San Diego,CA,92108-5822,3,,,,,
392130730,39-2130730,San Diego Alano Club Inc,San Diego Alano Club Inc,San Diego,CA,W99,3,80.03888,san diego,San Diego,CA,92102-1106,3,,,,,
330807749,33-0807749,San Diego Association Of Nonprofits,San Diego Association Of Nonprofits,San Diego,CA,P80,3,80.065094,san diego,San Diego,CA,92110-4638,3,2013.0,33651.0,37591.0,1790.0,
992163812,99-2163812,San Diego Astronomy Association Foundation,San Diego Astronomy Association Foundation,San Diego,CA,U31,3,80.065094,san diego,San Diego,CA,92193-3215,3,,,,,
461525539,46-1525539,San Diego Australian Football Club,San Diego Australian Football Club,San Diego,CA,N65,3,80.065094,san diego,San Diego,CA,92115-3140,3,,,,,
352777696,35-2777696,San Diego Baseball & Softball Foundation,San Diego Baseball & Softball Foundation,San Diego,CA,N63,3,80.065094,san diego,San Diego,CA,92123-2651,3,,,,,
933287807,93-3287807,San Diego Black Business Network,San Diego Black Business Network,San Diego,CA,A01,3,80.065094,san diego,San Diego,CA,92114-4201,3,,,,,
953749751,95-3749751,San Diego Braille Club Inc,San Diego Braille Club Inc,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92163-3262,3,,,,,
953859329,95-3859329,San Diego Catholic Worker Inc,San Diego Catholic Worker Inc,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92112-7244,3,2021.0,73320.0,43107.0,229440.0,
953159075,95-3159075,San Diego Childrens Dental Health,San Diego Childrens Dental Health,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92102-2012,3,,,,,
611595086,61-1595086,San Diego Chinese American Association,San Diego Chinese American Association,San Diego,CA,B60,3,80.065094,san diego,San Diego,CA,92172-2842,3,,,,,
471281768,47-1281768,San Diego City Opera Company,San Diego City Opera Company,San Diego,CA,A6A,3,80.065094,san diego,San Diego,CA,92115-3625,3,,,,,
455447607,45-5447607,San Diego Coastal Rotary Club,San Diego Coastal Rotary Club,San Diego,CA,S20,3,80.065094,san diego,San Diego,CA,92122-1818,3,,,,,
273995914,27-3995914,San Diego Community Garden Network,San Diego Community Garden Network,San Diego,CA,K20,3,80.065094,san diego,San Diego,CA,92101-1728,3,,,,,
200917236,20-0917236,San Diego Conservation Resources Network,San Diego Conservation Resources Network,San Diego,CA,C19,3,80.065094,san diego,San Diego,CA,92126-1507,3,,,,,
854327423,85-4327423,San Diego Counseling Solutions Foundation,San Diego Counseling Solutions Foundation,San Diego,CA,F60,3,80.065094,san diego,San Diego,CA,92108-3837,3,,,,,
237366613,23-7366613,San Diego County Archaeological Society,San Diego County Archaeological Society,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92138-1106,3,,,,,
330539976,33-0539976,San Diego County Latino Association,San Diego County Latino Association,San Diego,CA,J03,3,80.065094,san diego,San Diego,CA,92108-1440,3,,,,,
990392762,99-0392762,San Diego Cowboys Baseball Club,San Diego Cowboys Baseball Club,San Diego,CA,N63,3,80.065094,san diego,San Diego,CA,92120-3224,3,,,,,
473228453,47-3228453,San Diego Creative Foundation Inc,San Diego Creative Foundation Inc,San Diego,CA,A20,3,80.065094,san diego,San Diego,CA,92103-3019,3,,,,,
330084042,33-0084042,San Diego Creative Weavers Guild,San Diego Creative Weavers Guild,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92116-3711,3,,,,,
330819224,33-0819224,San Diego Cultural Arts Alliance,San Diego Cultural Arts Alliance,San Diego,CA,Z99,3,80.065094,san diego,San Diego,CA,92115-3107,3,2022.0,46900.0,32302.0,14739.0,
330875623,33-0875623,San Diego Delta Foundation Inc,San Diego Delta Foundation Inc,San Diego,CA,P50,3,80.065094,san diego,San Diego,CA,92168-0594,3,2023.0,2344.0,1184.0,1160.0,
831213218,83-1213218,San Diego Economic Crime Committee,San Diego Economic Crime Committee,San Diego,CA,I20,3,80.065094,san diego,San Diego,CA,92111-1625,3,2021.0,25000.0,4546.0,70454.0,
330366694,33-0366694,San Diego Endocrine Metabolism Society,San Diego Endocrine Metabolism Society,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92161-0001,3,2024.0,1.0,535.0,35193.0,
454567557,45-4567557,San Diego Ethiopiam Community Incorporated,San Diego Ethiopiam Community Incorporated,San Diego,CA,S80,3,80.065094,san diego,San Diego,CA,92105-6403,3,2021.0,212990.0,208894.0,6115.0,
330306477,33-0306477,San Diego Family Care Foundation,San Diego Family Care Foundation,San Diego,CA,,3,80.065094,san diego,San Diego,CA,92111-6342,3,2015.0,0.0,44.0,1012.0,
330299188,33-0299188,San Diego Feeling Good Inc,San Diego Feeling Good Inc,San Diego,CA,F22Z,3,80.03888,san diego,San Diego,CA,92163-1999,3,2013.0,33524.0,34859.0,7365.0,
201118434,20-1118434,San Diego Film Commission Foundation,San Diego Film Commission Foundation,San Diego,CA,A31,3,80.03888,san diego,San Diego,CA,92115-1616,3,,,,,
201716650,20-1716650,San Diego Firefighters Emerald Society,San Diego Firefighters Emerald Society,San Diego,CA,M03,3,80.03888,san diego,San Diego,CA,92160-7020,3,,,,,
931383351,93-1383351,San Diego Girls In Steam,San Diego Girls In Steam,San Diego,CA,B90,3,80.03888,san diego,San Diego,CA,92130-0000,3,,,,,
453159648,45-3159648,San Diego Historic Streetcars Inc,San Diego Historic Streetcars Inc,San Diego,CA,A80,3,80.03888,san diego,San Diego,CA,92116-2709,3,,,,,
274371174,27-4371174,San Diego Independent Film Foundation,San Diego Independent Film Foundation,San Diego,CA,A31,3,80.03888,san diego,San Diego,CA,92111-6229,3,2011.0,2500.0,1637.0,863.0,
330501587,33-0501587,San Diego Jewish Genealogical Society,San Diego Jewish Genealogical Society,San Diego,CA,Z99Z,3,80.03888,san diego,San Diego,CA,92117-1118,3,,,,,
841817910,84-1817910,San Diego Korean American Coalition,San Diego Korean American Coalition,San Diego,CA,A23,3,80.03888,san diego,San Diego,CA,92150-0163,3,,,,,
371762366,37-1762366,San Diego Korean Pungmul Institute,San Diego Korean Pungmul Institute,San Diego,CA,A99,3,80.03888,san diego,San Diego,CA,92131-1561,3,,,,,
452812489,45-2812489,San Diego Leadership Alliance Inc,San Diego Leadership Alliance Inc,San Diego,CA,S20,3,80.03888,san diego,San Diego,CA,92103-3576,3,,,,,
813688342,81-3688342,San Diego Legal Administrators Foundation,San Diego Legal Administrators Foundation,San Diego,CA,T12,3,80.03888,san diego,San Diego,CA,92101-3536,3,,,,,
264207274,26-4207274,San Diego Model Railroad Association,San Diego Model Railroad Association,San Diego,CA,A99,3,80.03888,san diego,San Diego,CA,92101-1664,3,,,,,
952547959,95-2547959,San Diego Mountain Rescue Team,San Diego Mountain Rescue Team,San Diego,CA,,3,80.03888,san diego,San Diego,CA,92138-1602,3,,,,,
200774370,20-0774370,San Diego Outsourcing Systems Inc,San Diego Outsourcing Systems Inc,San Diego,CA,P82,3,80.03888,san diego,San Diego,CA,92110-3226,3,2018.0,60372.0,65588.0,82672.0,
330343114,33-0343114,San Diego Peace Corps Association,San Diego Peace Corps Association,San Diego,CA,,3,80.03888,san diego,San Diego,CA,92176-6632,3,,,,,
992038801,99-2038801,San Diego Professionals With Purpose,San Diego Professionals With Purpose,San Diego,CA,T12,3,80.03888,san diego,San Diego,CA,92137-1343,3,,,,,
330371296,33-0371296,San Diego Quilt Show Inc,San Diego Quilt Show Inc,San Diego,CA,A400,3,80.03888,san diego,San Diego,CA,92142-0148,3,2020.0,1035.0,3307.0,2187.0,
473643564,47-3643564,San Diego Real Madrid Elite,San Diego Real Madrid Elite,San Diego,CA,N64,3,80.03888,san diego,San Diego,CA,92108-4550,3,,,,,
273010063,27-3010063,San Diego Regenerative Medicine Institute,San Diego Regenerative Medicine Institute,San Diego,CA,H40,3,80.03888,san diego,San Diego,CA,92117-3817,3,2016.0,1.0,0.0,1.0,
461153908,46-1153908,San Diego Regional Interfaith Collaborative,San Diego Regional Interfaith Collaborative,San Diego,CA,X99,3,80.03888,san diego,San Diego,CA,92101-5647,3,,,,,
264393743,26-4393743,San Diego Regional Sustainability Partnership,San Diego Regional Sustainability Partnership,San Diego,CA,C60,3,80.03888,san diego,San Diego,CA,92129-2698,3,,,,,
262566366,26-2566366,San Diego School Of Football,San Diego School Of Football,San Diego,CA,N65,3,80.03888,san diego,San Diego,CA,92127-2003,3,2022.0,0.0,0.0,7512.0,
330245354,33-0245354,San Diego Science Educators Assoc,San Diego Science Educators Assoc,San Diego,CA,,3,80.03888,san diego,San Diego,CA,92171-2859,3,2015.0,28534.0,33700.0,41241.0,
830546339,83-0546339,San Diego Science Writers Association,San Diego Science Writers Association,San Diego,CA,J03,3,80.03888,san diego,San Diego,CA,92122-2522,3,,,,,
